fragment_id	length
seq_id_9752	820
seq_id_5955	5364
seq_id_11894	661
seq_id_8678	2640
seq_id_9666	15409
seq_id_386	1245
seq_id_2857	2065
seq_id_6714	832
seq_id_9640	16756
seq_id_9245	14179
seq_id_10619	2334
seq_id_6622	9393
seq_id_10295	8559
seq_id_8334	12273
seq_id_9570	4764
seq_id_8057	10956
seq_id_7039	4187
seq_id_3823	9210
seq_id_6730	5923
seq_id_1144	25004
seq_id_4985	2074
seq_id_8209	5159
seq_id_2938	53905
seq_id_5132	3292
seq_id_5963	47679
seq_id_1363	1477
seq_id_11094	1232
seq_id_11390	1339
seq_id_2982	581
seq_id_7529	9775
seq_id_1856	629
seq_id_3751	4163
seq_id_4834	1105
seq_id_5335	5746
seq_id_6456	1033
seq_id_3022	9006
seq_id_12003	1879
seq_id_1745	4150
seq_id_9864	2134
seq_id_2649	9948
seq_id_8614	1374
seq_id_4923	4307
seq_id_8079	3205
seq_id_8378	890
seq_id_1862	731
seq_id_5779	536
seq_id_9091	10264
seq_id_1946	2470
seq_id_3716	908
seq_id_5025	5897
seq_id_11849	1342
seq_id_3129	10300
seq_id_11259	4576
seq_id_763	42325
seq_id_11317	1093
seq_id_11879	25845
seq_id_11327	3669
seq_id_10188	3166
seq_id_1718	4274
seq_id_6322	17001
seq_id_10477	119752
seq_id_3229	1865
seq_id_11613	13585
seq_id_6657	8934
seq_id_11027	6114
seq_id_6877	72490
seq_id_2505	1429
seq_id_2737	1396
seq_id_11160	650
seq_id_2340	647
seq_id_10616	1329
seq_id_5790	2970
seq_id_8305	592
seq_id_2820	4667
seq_id_5441	6307
seq_id_3809	842
seq_id_6185	1996
seq_id_11388	6018
seq_id_559	35623
seq_id_10169	4367
seq_id_445	4201
seq_id_4187	1378
seq_id_2165	1991
seq_id_5681	5248
seq_id_5214	732
seq_id_4892	2390
seq_id_8331	5571
seq_id_6392	8312
seq_id_838	34583
seq_id_9914	13968
seq_id_4391	3596
seq_id_8002	8813
seq_id_3034	1321
seq_id_874	813
seq_id_6754	81207
seq_id_3087	1235
seq_id_6686	12198
seq_id_3439	7434
seq_id_7029	594
seq_id_3218	2811
seq_id_5636	910
seq_id_1242	6987
seq_id_3067	11997
seq_id_7564	1504
seq_id_5349	1030
seq_id_1215	1744
seq_id_5369	2876
seq_id_10874	25320
seq_id_7972	12780
seq_id_2554	10101
seq_id_10212	1296
seq_id_7394	10009
seq_id_9638	42209
seq_id_27	33822
seq_id_2954	11513
seq_id_1965	9504
seq_id_11021	778
seq_id_6437	3960
seq_id_7086	2596
seq_id_10744	45667
seq_id_1050	6156
seq_id_3291	3390
seq_id_2597	4599
seq_id_9221	8244
seq_id_5405	1308
seq_id_7540	2940
seq_id_10412	2450
seq_id_365	5758
seq_id_10940	20662
seq_id_10721	58332
seq_id_10834	1226
seq_id_8864	3559
seq_id_1893	3566
seq_id_10517	1458
seq_id_10645	40087
seq_id_7226	785
seq_id_507	964
seq_id_8940	8738
seq_id_5805	2812
seq_id_261	1578
seq_id_8621	1056
seq_id_3905	938
seq_id_9604	2285
seq_id_5937	957
seq_id_11533	645
seq_id_2833	6083
seq_id_11382	6404
seq_id_5951	49603
seq_id_7669	2924
seq_id_1819	2911
seq_id_1332	5688
seq_id_3594	11372
seq_id_11815	5799
seq_id_2547	9056
seq_id_10847	1824
seq_id_992	1042
seq_id_2540	12588
seq_id_10109	4568
seq_id_3155	6753
seq_id_3590	8141
seq_id_10090	706
seq_id_10815	1110
seq_id_2558	3984
seq_id_9849	15119
seq_id_2734	1945
seq_id_4862	2341
seq_id_5181	1882
seq_id_10066	1299
seq_id_10632	5070
seq_id_5464	2168
seq_id_5372	2148
seq_id_6374	6026
seq_id_7496	61604
seq_id_4425	1550
seq_id_406	3658
seq_id_2749	63338
seq_id_9741	579
seq_id_6897	1614
seq_id_5561	2957
seq_id_5467	3336
seq_id_803	13354
seq_id_1191	10280
seq_id_11436	1142
seq_id_5470	96025
seq_id_4497	781
seq_id_10990	1193
seq_id_4562	1371
seq_id_74	20884
seq_id_5541	1947
seq_id_1070	2014
seq_id_2568	769
seq_id_3315	1607
seq_id_5658	14400
seq_id_8391	1003
seq_id_1391	645
seq_id_4133	22435
seq_id_2022	2201
seq_id_6037	2520
seq_id_7418	605
seq_id_9061	2465
seq_id_9069	6542
seq_id_637	7211
seq_id_2600	11041
seq_id_3023	1862
seq_id_5222	1284
seq_id_5864	24975
seq_id_7620	24652
seq_id_3988	4975
seq_id_8398	8777
seq_id_312	965
seq_id_2769	5469
seq_id_4618	689
seq_id_4676	6935
seq_id_11339	14512
seq_id_887	3163
seq_id_827	2288
seq_id_11871	10463
seq_id_7240	1145
seq_id_10797	3699
seq_id_8454	1088
seq_id_11456	1278
seq_id_1849	28592
seq_id_3837	27766
seq_id_2687	12003
seq_id_339	1724
seq_id_10338	4191
seq_id_3027	16912
seq_id_10524	1143
seq_id_9851	2959
seq_id_11789	13388
seq_id_10712	1972
seq_id_5378	2274
seq_id_3782	5530
seq_id_1778	2028
seq_id_5108	24391
seq_id_6406	6723
seq_id_7671	973
seq_id_620	5833
seq_id_1995	2449
seq_id_10380	21574
seq_id_1501	1740
seq_id_9057	3197
seq_id_6540	5022
seq_id_2940	9726
seq_id_7903	25190
seq_id_4399	5401
seq_id_5032	1252
seq_id_9633	5930
seq_id_3723	16628
seq_id_7438	2017
seq_id_1039	5219
seq_id_48	6534
seq_id_7211	2051
seq_id_3841	658
seq_id_6939	1541
seq_id_9095	1639
seq_id_8371	4514
seq_id_3494	17519
seq_id_3995	1149
seq_id_8348	625
seq_id_7870	1381
seq_id_6948	1193
seq_id_9717	2446
seq_id_8447	4026
seq_id_10765	17085
seq_id_8778	2140
seq_id_9484	2786
seq_id_11402	984
seq_id_7213	889
seq_id_8895	2672
seq_id_9274	10068
seq_id_475	2199
seq_id_2453	563
seq_id_6553	1324
seq_id_5196	36688
seq_id_8	1378
seq_id_5837	1635
seq_id_10512	3641
seq_id_6221	906
seq_id_1889	7114
seq_id_1106	4983
seq_id_11136	1172
seq_id_5052	1187
seq_id_2359	1092
seq_id_11640	646
seq_id_8590	1309
seq_id_3421	9697
seq_id_116	2264
seq_id_10994	24934
seq_id_8383	11648
seq_id_3355	49787
seq_id_8694	167315
seq_id_4046	6504
seq_id_4232	15289
seq_id_5639	4961
seq_id_8246	7976
seq_id_8082	24583
seq_id_8584	824
seq_id_8963	1139
seq_id_1973	8210
seq_id_3382	4608
seq_id_7878	1615
seq_id_10904	4292
seq_id_7899	1053
seq_id_583	65991
seq_id_6450	103575
seq_id_8911	1394
seq_id_6980	7744
seq_id_2841	6472
seq_id_9455	1654
seq_id_4831	11689
seq_id_8632	965
seq_id_7969	15485
seq_id_519	529
seq_id_11498	1107
seq_id_7024	2376
seq_id_6201	2304
seq_id_5842	2686
seq_id_7728	1190
seq_id_7227	5278
seq_id_4895	21590
seq_id_5581	6733
seq_id_3844	1465
seq_id_8576	21189
seq_id_10947	1601
seq_id_1076	2957
seq_id_1162	2742
seq_id_5580	1753
seq_id_5286	8024
seq_id_7184	1266
seq_id_369	743
seq_id_4237	3887
seq_id_6525	23525
seq_id_4120	2578
seq_id_7990	39915
seq_id_5421	3172
seq_id_9766	11486
seq_id_9260	825
seq_id_7294	674
seq_id_3779	9772
seq_id_2379	690
seq_id_11194	11785
seq_id_9756	1883
seq_id_2077	1568
seq_id_1867	16223
seq_id_6088	5089
seq_id_8508	12255
seq_id_9977	1101
seq_id_797	10990
seq_id_5559	1240
seq_id_10452	7550
seq_id_2371	1136
seq_id_3200	4436
seq_id_8297	3285
seq_id_10644	1576
seq_id_11798	1873
seq_id_4484	2096
seq_id_4937	7934
seq_id_11836	5064
seq_id_2110	1436
seq_id_1188	3311
seq_id_6664	2241
seq_id_11508	4491
seq_id_9272	2031
seq_id_5399	823
seq_id_1627	4430
seq_id_9035	1065
seq_id_1152	8033
seq_id_1491	1179
seq_id_1159	6298
seq_id_10833	10263
seq_id_515	1636
seq_id_2695	1244
seq_id_6355	2509
seq_id_10074	4150
seq_id_9531	9858
seq_id_6136	4503
seq_id_9596	1167
seq_id_8789	256485
seq_id_6282	2742
seq_id_2196	8633
seq_id_2654	1141
seq_id_10172	4592
seq_id_2595	1058
seq_id_900	5431
seq_id_3075	17618
seq_id_8198	10868
seq_id_5472	9852
seq_id_3741	8091
seq_id_6289	5168
seq_id_2877	5774
seq_id_11684	6337
seq_id_5735	1509
seq_id_11667	2946
seq_id_11175	3634
seq_id_5640	1353
seq_id_5117	2597
seq_id_5288	1842
seq_id_11618	4919
seq_id_2398	9871
seq_id_433	4283
seq_id_2900	5250
seq_id_2188	24532
seq_id_8513	964
seq_id_7147	74106
seq_id_7292	3354
seq_id_6715	24254
seq_id_3105	2581
seq_id_9214	6696
seq_id_2549	7401
seq_id_10933	614
seq_id_8648	6934
seq_id_2513	10697
seq_id_10683	15951
seq_id_6863	8786
seq_id_11826	3038
seq_id_2753	15619
seq_id_9009	8086
seq_id_9944	1742
seq_id_4839	3795
seq_id_8860	1549
seq_id_5175	12846
seq_id_6891	1351
seq_id_8901	15447
seq_id_3284	8083
seq_id_6639	1130
seq_id_8403	1301
seq_id_10862	12594
seq_id_122	49246
seq_id_2109	1685
seq_id_1419	18890
seq_id_738	2296
seq_id_8591	2070
seq_id_9462	10275
seq_id_1968	581
seq_id_10145	12931
seq_id_7271	1317
seq_id_5656	69323
seq_id_4579	13919
seq_id_7997	5350
seq_id_5235	62344
seq_id_841	7154
seq_id_9177	2157
seq_id_3370	2066
seq_id_9331	1357
seq_id_7747	135062
seq_id_7956	616
seq_id_5825	1051
seq_id_7882	1320
seq_id_158	3495
seq_id_9548	936
seq_id_10110	1143
seq_id_9431	1247
seq_id_10377	5185
seq_id_7456	22773
seq_id_7189	3461
seq_id_8160	23349
seq_id_5669	12266
seq_id_9940	10429
seq_id_208	611
seq_id_10734	1301
seq_id_218	12253
seq_id_1660	1584
seq_id_1516	33141
seq_id_6504	539
seq_id_9566	16202
seq_id_6434	587
seq_id_260	757
seq_id_3498	849
seq_id_4752	1219
seq_id_1793	1358
seq_id_5308	11325
seq_id_605	1372
seq_id_8213	3293
seq_id_4829	6765
seq_id_5505	8194
seq_id_5878	9131
seq_id_7544	7250
seq_id_3838	976
seq_id_1047	30270
seq_id_10673	11311
seq_id_3912	1639
seq_id_7054	6134
seq_id_7702	1222
seq_id_3846	101762
seq_id_4847	25037
seq_id_5239	9779
seq_id_3465	1210
seq_id_5229	537
seq_id_9220	15859
seq_id_10594	3661
seq_id_7666	4665
seq_id_6314	21424
seq_id_5001	2630
seq_id_4285	965
seq_id_11584	539
seq_id_2289	11971
seq_id_10253	12513
seq_id_3282	18747
seq_id_2332	3338
seq_id_2514	14891
seq_id_7239	3377
seq_id_7402	1923
seq_id_9809	6964
seq_id_1445	33766
seq_id_6762	11030
seq_id_4154	8340
seq_id_705	83113
seq_id_8136	7677
seq_id_186	7708
seq_id_11979	4382
seq_id_6166	614
seq_id_2822	14057
seq_id_11900	21045
seq_id_3015	29532
seq_id_10839	8574
seq_id_5550	894
seq_id_1808	9224
seq_id_10458	17049
seq_id_9288	8216
seq_id_5834	3444
seq_id_4472	2443
seq_id_11321	1599
seq_id_5569	1158
seq_id_2125	5119
seq_id_7080	7446
seq_id_4946	6074
seq_id_5647	565
seq_id_984	3345
seq_id_8866	928
seq_id_7070	1786
seq_id_8179	43326
seq_id_6329	2278
seq_id_8935	1394
seq_id_2887	1260
seq_id_7559	39533
seq_id_11810	1326
seq_id_2652	3428
seq_id_11868	42814
seq_id_7567	1444
seq_id_1887	2205
seq_id_1626	10713
seq_id_6979	767
seq_id_3551	34284
seq_id_8538	3030
seq_id_3261	3109
seq_id_1367	1407
seq_id_11029	1063
seq_id_1993	1300
seq_id_11477	1395
seq_id_6210	7498
seq_id_4239	5837
seq_id_1443	5785
seq_id_7440	3136
seq_id_9251	1785
seq_id_2302	742
seq_id_9886	669
seq_id_8045	81675
seq_id_11563	2599
seq_id_57	1103
seq_id_2081	47697
seq_id_6381	3482
seq_id_9047	11249
seq_id_11986	8747
seq_id_11139	3830
seq_id_3397	873
seq_id_3003	5360
seq_id_7149	621
seq_id_5248	6181
seq_id_11948	2169
seq_id_5023	2275
seq_id_11737	1909
seq_id_10824	3673
seq_id_9349	8811
seq_id_4222	3637
seq_id_170	661
seq_id_8677	2149
seq_id_6621	2524
seq_id_11840	8737
seq_id_9369	65262
seq_id_5479	1174
seq_id_1598	2507
seq_id_3205	5729
seq_id_1063	10126
seq_id_1314	9309
seq_id_9898	35933
seq_id_7453	5029
seq_id_7434	2913
seq_id_3462	36665
seq_id_867	1960
seq_id_3916	2823
seq_id_4997	1477
seq_id_10051	31662
seq_id_8918	3251
seq_id_4253	163433
seq_id_6945	2553
seq_id_679	740
seq_id_6913	12285
seq_id_1176	29291
seq_id_11002	1452
seq_id_9923	1733
seq_id_3482	8970
seq_id_4170	7184
seq_id_7320	986
seq_id_4311	5592
seq_id_7125	6411
seq_id_1782	2212
seq_id_4656	14276
seq_id_2406	60239
seq_id_628	845
seq_id_11674	4295
seq_id_2646	791
seq_id_11347	4152
seq_id_3808	2732
seq_id_1057	5277
seq_id_2237	1746
seq_id_4134	10067
seq_id_7897	641
seq_id_956	1436
seq_id_9182	2339
seq_id_6326	691
seq_id_10314	17675
seq_id_8549	818
seq_id_100	3167
seq_id_932	3146
seq_id_6321	2541
seq_id_4845	21334
seq_id_3613	1708
seq_id_5531	5862
seq_id_301	2416
seq_id_258	1387
seq_id_6294	2431
seq_id_2073	5483
seq_id_9804	4665
seq_id_2007	2448
seq_id_1044	3037
seq_id_3198	4080
seq_id_2445	29623
seq_id_9721	15806
seq_id_6429	29216
seq_id_6348	4860
seq_id_4596	541
seq_id_2461	7044
seq_id_1274	21279
seq_id_4585	583
seq_id_7875	4933
seq_id_4781	16277
seq_id_10246	976
seq_id_10044	34782
seq_id_2633	8491
seq_id_11260	632
seq_id_10142	9924
seq_id_415	7532
seq_id_9317	2930
seq_id_1784	1492
seq_id_8326	1293
seq_id_820	2200
seq_id_478	8328
seq_id_2610	19382
seq_id_983	4051
seq_id_619	13826
seq_id_9694	712
seq_id_733	1429
seq_id_3696	1148
seq_id_5708	2502
seq_id_596	6800
seq_id_7764	1187
seq_id_7599	901
seq_id_1014	1901
seq_id_4782	4172
seq_id_3381	4265
seq_id_3639	14527
seq_id_10682	10163
seq_id_1595	875
seq_id_231	6453
seq_id_2270	1109
seq_id_8510	7309
seq_id_10924	4003
seq_id_4125	4171
seq_id_11448	1599
seq_id_1084	1092
seq_id_5036	4801
seq_id_3978	8725
seq_id_11458	2105
seq_id_6965	980
seq_id_7955	2014
seq_id_235	1060
seq_id_11743	11692
seq_id_11902	2546
seq_id_6728	54332
seq_id_1865	4023
seq_id_11414	22621
seq_id_1160	2002
seq_id_7170	4701
seq_id_5706	2617
seq_id_1578	14352
seq_id_125	678
seq_id_8256	1224
seq_id_7205	2830
seq_id_8814	3202
seq_id_7079	707
seq_id_8910	2626
seq_id_8434	4364
seq_id_1301	544
seq_id_3374	565
seq_id_899	15675
seq_id_7410	47990
seq_id_8036	8553
seq_id_10751	1358
seq_id_1074	1870
seq_id_11273	12477
seq_id_1300	521
seq_id_10498	5600
seq_id_5594	1316
seq_id_6884	2025
seq_id_5110	1481
seq_id_10059	1974
seq_id_10235	689
seq_id_2234	729
seq_id_10021	4612
seq_id_11106	17914
seq_id_5766	2049
seq_id_653	128357
seq_id_1538	2995
seq_id_11468	4153
seq_id_9359	585
seq_id_2606	4326
seq_id_6404	2080
seq_id_12019	1607
seq_id_4575	11227
seq_id_7811	6208
seq_id_3019	2368
seq_id_2415	44530
seq_id_8475	4827
seq_id_3894	5049
seq_id_3830	806
seq_id_2534	875
seq_id_4019	2509
seq_id_1622	54470
seq_id_3714	2907
seq_id_11648	21664
seq_id_717	2058
seq_id_2466	520
seq_id_8382	6932
seq_id_7731	5834
seq_id_853	8094
seq_id_6134	3283
seq_id_5428	113229
seq_id_2942	74021
seq_id_3033	25159
seq_id_4086	721
seq_id_1650	6161
seq_id_3496	2042
seq_id_7436	4696
seq_id_5334	2655
seq_id_7023	3090
seq_id_3342	1778
seq_id_10936	1153
seq_id_3379	3113
seq_id_6270	22464
seq_id_4085	11964
seq_id_10036	2877
seq_id_4014	586
seq_id_5491	18121
seq_id_9928	1906
seq_id_10213	2186
seq_id_1794	901
seq_id_9460	12462
seq_id_8820	10383
seq_id_132	21475
seq_id_1325	6115
seq_id_3990	10030
seq_id_1898	734
seq_id_850	3406
seq_id_8429	2103
seq_id_2335	2656
seq_id_3502	1458
seq_id_9676	15120
seq_id_3765	1479
seq_id_2299	1027
seq_id_8099	10585
seq_id_3797	7248
seq_id_9458	1688
seq_id_7953	11774
seq_id_6876	12278
seq_id_3131	1451
seq_id_9337	24708
seq_id_7314	11422
seq_id_10325	920
seq_id_10988	3652
seq_id_6187	15406
seq_id_3648	4234
seq_id_5292	5635
seq_id_5002	1551
seq_id_1696	4346
seq_id_5202	13529
seq_id_2876	63350
seq_id_9482	1319
seq_id_7930	4213
seq_id_6003	18333
seq_id_10508	6850
seq_id_1406	2446
seq_id_9277	15107
seq_id_2526	3899
seq_id_4143	1612
seq_id_473	9552
seq_id_270	6380
seq_id_1148	7736
seq_id_933	6291
seq_id_9243	602
seq_id_2331	2937
seq_id_10087	39045
seq_id_6669	1441
seq_id_8731	572
seq_id_6934	49111
seq_id_4719	613
seq_id_9850	6951
seq_id_1606	4697
seq_id_8150	825
seq_id_9384	18591
seq_id_6499	792
seq_id_7929	1323
seq_id_10854	1371
seq_id_259	3351
seq_id_11942	765
seq_id_12037	2516
seq_id_1043	1413
seq_id_2856	1281
seq_id_2378	9986
seq_id_1372	20684
seq_id_4529	847
seq_id_10982	1615
seq_id_7053	1250
seq_id_11234	2273
seq_id_11378	2343
seq_id_11929	7266
seq_id_995	31436
seq_id_2164	5467
seq_id_1860	1461
seq_id_4326	2240
seq_id_6909	12048
seq_id_11399	1286
seq_id_10177	1358
seq_id_11283	16408
seq_id_6802	1395
seq_id_5174	32836
seq_id_10321	2998
seq_id_6428	10151
seq_id_5827	86390
seq_id_5210	935
seq_id_9550	1583
seq_id_9904	3298
seq_id_4251	1459
seq_id_11096	24862
seq_id_4318	10918
seq_id_668	1292
seq_id_1304	1346
seq_id_4017	897
seq_id_11622	1368
seq_id_4983	54689
seq_id_993	10285
seq_id_3061	55588
seq_id_8080	5840
seq_id_5019	1284
seq_id_6430	2370
seq_id_1185	3207
seq_id_9051	1136
seq_id_9413	2090
seq_id_11077	1947
seq_id_2261	10396
seq_id_10106	14557
seq_id_2440	885
seq_id_6674	977
seq_id_7900	15251
seq_id_4378	1148
seq_id_8846	5325
seq_id_3562	13245
seq_id_4190	2299
seq_id_1996	5015
seq_id_3376	3293
seq_id_338	7477
seq_id_11576	1837
seq_id_7057	52295
seq_id_2162	1186
seq_id_6523	585
seq_id_906	17063
seq_id_9658	12857
seq_id_3326	1349
seq_id_7698	1843
seq_id_6737	750
seq_id_11994	3729
seq_id_8547	14511
seq_id_3911	15700
seq_id_7938	2724
seq_id_5081	5268
seq_id_3407	9727
seq_id_9719	1865
seq_id_3514	7512
seq_id_3822	5072
seq_id_3900	1517
seq_id_8903	6215
seq_id_11514	1450
seq_id_9691	6586
seq_id_5510	25685
seq_id_6590	725
seq_id_6812	13493
seq_id_11759	678
seq_id_5808	6191
seq_id_2617	7001
seq_id_8500	9630
seq_id_6121	2061
seq_id_8571	755
seq_id_8572	4554
seq_id_2507	2315
seq_id_1613	7101
seq_id_5672	11520
seq_id_6293	12714
seq_id_7279	4311
seq_id_1112	1055
seq_id_5486	504
seq_id_7857	37316
seq_id_7561	589
seq_id_226	28567
seq_id_5650	11364
seq_id_7439	6450
seq_id_11661	1344
seq_id_10928	2102
seq_id_5151	1902
seq_id_10968	12697
seq_id_8147	1498
seq_id_3593	1106
seq_id_456	687
seq_id_11500	2995
seq_id_5234	11441
seq_id_326	2277
seq_id_5962	1445
seq_id_7188	649
seq_id_8957	6039
seq_id_11024	5554
seq_id_2015	14294
seq_id_1567	1985
seq_id_3815	863
seq_id_5748	5355
seq_id_10451	566
seq_id_7257	1215
seq_id_8543	2352
seq_id_1251	5986
seq_id_10308	812
seq_id_7396	5057
seq_id_4709	1072
seq_id_5242	105424
seq_id_1577	1833
seq_id_7699	8547
seq_id_3026	11388
seq_id_11573	2367
seq_id_936	3129
seq_id_4118	855
seq_id_9969	47597
seq_id_7425	14053
seq_id_8507	8842
seq_id_8427	24159
seq_id_7745	8047
seq_id_5642	11903
seq_id_4501	4842
seq_id_8004	837
seq_id_11372	5409
seq_id_6683	513
seq_id_7159	945
seq_id_3230	885
seq_id_40	4319
seq_id_950	568
seq_id_1109	4194
seq_id_11780	3830
seq_id_1991	1565
seq_id_657	8495
seq_id_2272	84115
seq_id_571	1772
seq_id_10902	1535
seq_id_8296	3298
seq_id_1175	1398
seq_id_11180	3330
seq_id_10241	6279
seq_id_7749	36849
seq_id_7960	5877
seq_id_4881	675
seq_id_4007	865
seq_id_5598	11890
seq_id_5935	9697
seq_id_6144	11039
seq_id_2591	2180
seq_id_5728	1676
seq_id_3127	113612
seq_id_3942	1226
seq_id_10687	3826
seq_id_9491	645
seq_id_10311	11244
seq_id_9814	51141
seq_id_10830	1712
seq_id_743	2149
seq_id_6083	38948
seq_id_10849	2336
seq_id_7507	4390
seq_id_11727	4920
seq_id_8423	9194
seq_id_11400	2620
seq_id_9171	4115
seq_id_6142	3214
seq_id_687	989
seq_id_1163	824
seq_id_5573	3324
seq_id_1816	4110
seq_id_9938	660
seq_id_4515	117962
seq_id_2229	2627
seq_id_2545	30949
seq_id_10356	1198
seq_id_3217	2960
seq_id_11739	2145
seq_id_3537	7902
seq_id_817	7661
seq_id_344	18029
seq_id_4442	1433
seq_id_3234	14246
seq_id_1228	2197
seq_id_7062	27944
seq_id_11368	16038
seq_id_8944	8568
seq_id_3267	1124
seq_id_7536	2704
seq_id_1249	1128
seq_id_11360	3765
seq_id_7993	2749
seq_id_5583	1358
seq_id_2853	8489
seq_id_9810	6752
seq_id_2740	2158
seq_id_209	1111
seq_id_10625	1409
seq_id_10855	15526
seq_id_836	826
seq_id_3629	19821
seq_id_9968	14364
seq_id_10596	1954
seq_id_3668	2380
seq_id_4652	5594
seq_id_1254	1581
seq_id_1261	3537
seq_id_2404	1182
seq_id_4153	789
seq_id_4729	18117
seq_id_6139	47086
seq_id_4608	19269
seq_id_6085	24595
seq_id_2010	18042
seq_id_9547	1197
seq_id_4642	2161
seq_id_8450	27493
seq_id_9866	664
seq_id_6260	1693
seq_id_6275	5602
seq_id_8964	3453
seq_id_8821	2979
seq_id_4759	2120
seq_id_7928	3486
seq_id_6584	1327
seq_id_4996	11031
seq_id_7918	3272
seq_id_3004	2478
seq_id_1767	24517
seq_id_10335	1426
seq_id_2213	4341
seq_id_2565	3470
seq_id_8890	1989
seq_id_11599	10413
seq_id_3740	3142
seq_id_9718	4759
seq_id_6212	530
seq_id_11275	6030
seq_id_10984	985
seq_id_6534	7696
seq_id_11154	8737
seq_id_8229	2583
seq_id_10127	1218
seq_id_5200	1491
seq_id_10240	8744
seq_id_8212	1978
seq_id_10057	8260
seq_id_6196	5421
seq_id_10709	1944
seq_id_3142	1627
seq_id_10296	82702
seq_id_11711	17242
seq_id_8515	2895
seq_id_9890	2780
seq_id_8072	5130
seq_id_10060	9777
seq_id_9893	17434
seq_id_12014	1777
seq_id_1913	5045
seq_id_11090	1458
seq_id_2383	824
seq_id_964	17062
seq_id_3097	4606
seq_id_8181	1522
seq_id_974	1683
seq_id_8152	3776
seq_id_3854	19941
seq_id_1810	3155
seq_id_6632	11385
seq_id_3587	624
seq_id_6530	840
seq_id_6146	1635
seq_id_2768	23340
seq_id_10397	4236
seq_id_568	5046
seq_id_1120	4167
seq_id_6993	42921
seq_id_7224	3188
seq_id_5359	5160
seq_id_8634	4973
seq_id_10730	54005
seq_id_5704	7818
seq_id_4603	578
seq_id_7302	1201
seq_id_6541	7940
seq_id_5752	3352
seq_id_9048	1791
seq_id_8997	3878
seq_id_10007	6348
seq_id_8556	21146
seq_id_7349	1063
seq_id_3807	8146
seq_id_8933	6201
seq_id_9879	1232
seq_id_3956	2648
seq_id_10623	5000
seq_id_10685	1010
seq_id_2823	3827
seq_id_10827	859
seq_id_1977	9177
seq_id_10529	21566
seq_id_589	1192
seq_id_2298	21224
seq_id_6080	3429
seq_id_357	4139
seq_id_10111	1385
seq_id_5644	625
seq_id_10533	2056
seq_id_1195	589
seq_id_459	2954
seq_id_2696	12828
seq_id_10281	662
seq_id_10690	1612
seq_id_1618	2766
seq_id_2849	711
seq_id_227	14050
seq_id_7577	50144
seq_id_10099	954
seq_id_9003	2562
seq_id_8516	788
seq_id_7431	9838
seq_id_7021	866
seq_id_5454	11807
seq_id_8283	2942
seq_id_9352	1743
seq_id_6827	2996
seq_id_11304	2867
seq_id_11151	1716
seq_id_149	4026
seq_id_6412	1657
seq_id_8477	8489
seq_id_3222	342280
seq_id_1802	1310
seq_id_2028	3944
seq_id_2701	1668
seq_id_10203	1034
seq_id_9909	924
seq_id_3776	11418
seq_id_6177	12796
seq_id_5418	9114
seq_id_5228	692
seq_id_1361	19205
seq_id_1599	950
seq_id_6978	27932
seq_id_581	1198
seq_id_8659	41695
seq_id_1051	3605
seq_id_3736	1828
seq_id_9787	5747
seq_id_8108	6747
seq_id_404	22681
seq_id_4329	1411
seq_id_2320	15304
seq_id_972	2290
seq_id_926	1257
seq_id_6112	9001
seq_id_1126	1468
seq_id_4887	2607
seq_id_8605	48640
seq_id_1119	1437
seq_id_7387	502
