"fragment"	"length"	"numhm"	"numht"	"varpercent"	"hmpercent"	"file"
"seq_id_7804"	32431	16	1	1.50126212302378	12.7539503386005	"genome_14"
"seq_id_8024"	32515	16	1	1.39286644103098	12.2425629290618	"genome_140"
"seq_id_7976"	18683	10	1	2.40714378154523	20.4395604395604	"genome_141"
"seq_id_7981"	23063	13	1	1.52671755725191	14.2506142506142	"genome_142"
"seq_id_8035"	69599	69	4	0.786885245901639	7.30816077953715	"genome_143"
"seq_id_7879"	15868	8	1	3.03187354236849	27.0833333333333	"genome_144"
"seq_id_8010"	66751	50	1	0.256541816316059	2.34466588511137	"genome_145"
"seq_id_7832"	18284	13	3	3.95744128714156	36.1374407582938	"genome_146"
"seq_id_7696"	87652	65	4	1.08404710920771	9.74729241877256	"genome_147"
"seq_id_7731"	5658	4	0	1.92	16.3265306122449	"genome_148"
"seq_id_8033"	41596	30	4	2.68533984324811	24.1339491916859	"genome_149"
"seq_id_7960"	2602	1	0	6.66059581110967	60.5200945626478	"genome_15"
"seq_id_8061"	67662	46	4	1.5101100588687	14.6948941469489	"genome_150"
"seq_id_7896"	316532	474	32	1.0073875083949	9.46969696969697	"genome_151"
"seq_id_8351"	251942	313	21	0.905774311234117	8.16326530612245	"genome_152"
"seq_id_7747"	2332	1	0	5.72564612326044	54.2032622333752	"genome_153"
"seq_id_8094"	15463	9	1	2.9155672823219	24.9717514124294	"genome_154"
"seq_id_8263"	29296	23	3	2.59128386336867	23.321554770318	"genome_155"
"seq_id_8312"	13576	13	0	0.256410256410256	2.53485424588086	"genome_156"
"seq_id_7939"	8570	6	0	1.14324142568931	10.7458912768647	"genome_157"
"seq_id_8019"	21151	15	1	1.67224080267559	14.5576707726764	"genome_158"
"seq_id_7724"	20511	15	3	5.01965923984273	42.5555555555556	"genome_159"
"seq_id_8668"	29773	18	4	3.7819253438114	35.6894553881808	"genome_16"
"seq_id_8106"	8292	6	0	1.03961047506251	9.72906403940887	"genome_160"
"seq_id_7899"	188602	278	15	0.593089221248066	5.16273849607183	"genome_161"
"seq_id_7725"	56037	38	1	0.344234079173838	2.95119182746879	"genome_162"
"seq_id_8167"	18504	14	1	1.64630225080386	14.6620847651775	"genome_163"
"seq_id_7950"	72745	58	4	1.12546361427292	9.90990990990991	"genome_164"
"seq_id_8033"	2272	1	0	6.45581153195366	59.7590361445783	"genome_165"
"seq_id_8003"	295841	480	28	0.646663217796172	6.39386189258312	"genome_166"
"seq_id_7710"	37365	17	1	0.92263081586925	9.43396226415094	"genome_167"
"seq_id_7873"	2196	1	0	6.09724723437098	58.7360594795539	"genome_168"
"seq_id_7905"	160653	188	9	0.459921156373193	4.47570332480818	"genome_169"
"seq_id_8058"	13374	6	1	3.85441678250979	36.9249394673123	"genome_17"
"seq_id_8370"	82480	69	4	0.715380684721513	6.80437424058323	"genome_170"
"seq_id_8326"	65225	55	4	1.12443778110945	10.36866359447	"genome_171"
"seq_id_7963"	127886	170	10	0.774990148430317	7.00712589073634	"genome_172"
"seq_id_7975"	25483	21	3	3.16295546558704	28.184892897407	"genome_173"
"seq_id_8158"	16764	13	0	0.253549695740365	2.32018561484919	"genome_174"
"seq_id_8117"	16902	11	3	5.05202457064059	43.4735706580367	"genome_175"
"seq_id_8110"	20546	10	1	2.3201555411536	20.9847596717468	"genome_176"
"seq_id_8182"	41595	24	1	0.82366154998128	7.48299319727891	"genome_177"
"seq_id_8132"	85144	77	4	0.709036998839758	6.3953488372093	"genome_178"
"seq_id_7665"	39916	29	4	2.98156139662613	29.0076335877863	"genome_179"
"seq_id_8247"	50026	33	4	2.01094565355734	18.2658959537572	"genome_18"
"seq_id_7679"	13398	11	1	1.78571428571429	17.586649550706	"genome_180"
"seq_id_7863"	12391	13	0	0.2356637863315	2.29007633587786	"genome_181"
"seq_id_7896"	4760	3	0	2.56807329978062	23.4946871310508	"genome_182"
"seq_id_7748"	476312	295	41	2.37966468361276	21.6482164821648	"genome_183"
"seq_id_8155"	49686	33	4	2.04239917269907	19.2448233861145	"genome_184"
"seq_id_7779"	28987	17	4	5.08135502800747	42.2863485016648	"genome_185"
"seq_id_8040"	38810	20	1	1.04792332268371	9.71563981042654	"genome_186"
"seq_id_7938"	183780	273	14	0.543900543900544	5.09708737864078	"genome_187"
"seq_id_7689"	493411	806	53	0.64891172096796	6.21761658031088	"genome_188"
"seq_id_8166"	23450	13	1	1.74470814624759	16.1712247324614	"genome_189"
"seq_id_7833"	92400	70	4	1.00171345722947	8.45383759733037	"genome_19"
"seq_id_8232"	2402	2	0	3.10357721550542	29.8203592814371	"genome_190"
"seq_id_7794"	16685	8	1	3.21443103214431	27.719298245614	"genome_191"
"seq_id_8061"	12088	6	1	4.34446306561815	38.558352402746	"genome_192"
"seq_id_7530"	7460	3	0	2.70995438690636	22.9545454545455	"genome_193"
"seq_id_8041"	36867	27	4	2.73106587432039	25.1455180442375	"genome_194"
"seq_id_7834"	56729	39	4	1.63845633039946	17.2119487908962	"genome_195"
"seq_id_8163"	4373	4	0	1.63831127914304	14.3487858719647	"genome_196"
"seq_id_8105"	173822	243	10	0.359342915811088	3.0939226519337	"genome_197"
"seq_id_7656"	757	1	0	6.52088516433154	59.7122302158273	"genome_198"
"seq_id_8066"	13474	6	1	4.07337128399747	36.8	"genome_199"
"seq_id_7923"	31161	19	1	1.13501385772733	9.85108820160367	"genome_2"
"seq_id_7745"	12755	13	0	0.306544049047048	2.75449101796407	"genome_20"
"seq_id_7752"	10694	4	1	6.67810479081431	59.8816568047337	"genome_200"
"seq_id_8149"	3659	2	0	3.50219695011631	33.0487804878049	"genome_201"
"seq_id_8103"	5174	3	0	2.25959686737707	20.488940628638	"genome_202"
"seq_id_7914"	66323	67	4	0.724924212468696	6.83229813664596	"genome_203"
"seq_id_7819"	1378	1	0	6.24916899348491	58.0964153275649	"genome_204"
"seq_id_8006"	141695	165	6	0.347803684142728	3.00668151447661	"genome_205"
"seq_id_7973"	447357	390	32	1.14337101747174	10.2298850574713	"genome_206"
"seq_id_7715"	16160	13	0	0.316330565440886	2.99625468164794	"genome_207"
"seq_id_7885"	6001	4	0	1.84270263052477	16.6064981949458	"genome_208"
"seq_id_8376"	139621	205	17	1.47801453380958	13.6518771331058	"genome_209"
"seq_id_7909"	955	1	0	7.24314394436426	63.448275862069	"genome_21"
"seq_id_7718"	53000	37	1	0.406930953006038	3.83663366336634	"genome_210"
"seq_id_7938"	37939	26	4	2.68194245540945	25.4320987654321	"genome_211"
"seq_id_8090"	6286	4	0	1.57034367357446	14.6282973621103	"genome_212"
"seq_id_8184"	9428	4	1	6.48382204246714	57.4468085106383	"genome_213"
"seq_id_8226"	57756	48	4	1.70995114425302	14.8272017837235	"genome_214"
"seq_id_7850"	106581	113	4	0.26089225150013	2.43605359317905	"genome_215"
"seq_id_8113"	131040	153	5	0.348792145717608	3.17647058823529	"genome_216"
"seq_id_8037"	123237	140	4	0.227819263384382	1.99335548172757	"genome_217"
"seq_id_7943"	189526	267	12	0.500856728614736	4.15300546448087	"genome_218"
"seq_id_7865"	16316	13	1	1.57335780778812	14.7783251231527	"genome_219"
"seq_id_7962"	17622	10	1	2.28141896347092	20.0929152148664	"genome_22"
"seq_id_8180"	58482	52	4	1.17983109786388	11.1633372502938	"genome_220"
"seq_id_8100"	17130	8	1	3.03794277070465	26.837416481069	"genome_221"
"seq_id_8028"	22296	15	3	3.9273757404069	38.0774032459426	"genome_222"
"seq_id_7684"	11773	5	1	4.75074840557074	41.4301929625426	"genome_223"
"seq_id_8128"	1829	1	0	6.32285859097821	60.3385731559855	"genome_224"
"seq_id_7728"	311783	460	29	0.700687466948704	6.82110682110682	"genome_225"
"seq_id_8227"	14040	13	0	0.275689223057644	2.46913580246914	"genome_226"
"seq_id_8229"	29556	20	1	0.638814360546825	6.95410292072323	"genome_227"
"seq_id_8021"	10138	4	1	6.45119586296057	58.913813459268	"genome_228"
"seq_id_7779"	15275	8	1	3.111168966415	27.2831050228311	"genome_229"
"seq_id_7535"	9654	11	0	0.487870985228351	3.97790055248619	"genome_23"
"seq_id_7914"	360411	518	34	0.720349884229483	6.41466208476518	"genome_230"
"seq_id_7854"	29136	19	1	1.03892688058916	9.30506478209658	"genome_231"
"seq_id_8154"	43424	30	4	2.66026472878277	24.3179122182681	"genome_232"
"seq_id_8002"	3841	3	0	2.14768659684476	20.0992555831265	"genome_233"
"seq_id_8256"	1135	1	0	6.54954140291952	61.0843373493976	"genome_234"
"seq_id_8124"	8569	9	0	0.528554853680547	5.18331226295828	"genome_235"
"seq_id_7270"	110843	124	9	1.07249524843877	9.14351851851852	"genome_236"
"seq_id_8178"	71323	72	1	0.138678769541099	1.25	"genome_237"
"seq_id_7776"	9082	6	0	0.903225806451613	9.09090909090909	"genome_238"
"seq_id_7885"	11657	12	0	0.343642611683849	3.00333704115684	"genome_239"
"seq_id_8139"	148907	209	10	0.4739336492891	4.30733410942957	"genome_24"
"seq_id_8043"	16536	14	1	1.55117609663064	14.3867924528302	"genome_240"
"seq_id_7966"	39405	23	4	2.97925832809554	28.0473372781065	"genome_241"
"seq_id_7844"	140277	187	10	0.545029846872567	4.8331415420023	"genome_242"
"seq_id_8127"	131356	151	6	0.418834877522528	3.85514018691589	"genome_243"
"seq_id_7752"	4238	3	0	2.1785906401291	19.1489361702128	"genome_244"
"seq_id_7738"	5984	3	0	2.54820008089524	22.8813559322034	"genome_245"
"seq_id_7850"	2767	2	0	3.3658341124616	31.4606741573034	"genome_246"
"seq_id_8209"	3416	2	0	3.32912988650694	30.4849884526559	"genome_247"
"seq_id_7961"	86443	83	6	1.11853947030085	10.2473498233216	"genome_248"
"seq_id_7863"	20394	15	3	4.52707110241357	39.3870601589103	"genome_249"
"seq_id_7982"	13193	11	0	0.403985995152168	3.65408038976857	"genome_25"
"seq_id_7867"	114552	109	6	0.692502330536689	6.55737704918033	"genome_250"
"seq_id_8021"	14414	7	1	3.71410338225909	32.5503355704698	"genome_251"
"seq_id_8063"	19481	15	1	1.47420147420147	13.4117647058824	"genome_252"
"seq_id_7968"	17489	13	1	1.56979761286975	14.828431372549	"genome_253"
"seq_id_8117"	9006	10	0	0.466502526888687	4.28061831153389	"genome_254"
"seq_id_7966"	12860	7	1	3.17032473366705	29.127358490566	"genome_255"
"seq_id_7919"	8383	3	1	8.4899546338302	78.0691299165673	"genome_256"
"seq_id_7566"	488670	736	52	0.701659695047902	6.77966101694915	"genome_257"
"seq_id_7946"	53183	30	4	2.62987433605389	24.9692496924969	"genome_258"
"seq_id_7572"	45271	33	4	2.05641972053783	18.417945690673	"genome_259"
"seq_id_8068"	39069	23	1	0.78760490639122	6.83090705487122	"genome_26"
"seq_id_7936"	15945	13	0	0.244153173991262	2.20162224797219	"genome_260"
"seq_id_7708"	3442	3	0	2.29037778070291	21.8045112781955	"genome_261"
"seq_id_7900"	944	1	0	6.4382676147382	57.307249712313	"genome_262"
"seq_id_8172"	4917	4	0	2.02868587672826	17.2717271727173	"genome_263"
"seq_id_8090"	6774	5	0	1.56450371890228	13.8165345413364	"genome_264"
"seq_id_7794"	9954	5	1	4.98119081592943	40.5063291139241	"genome_265"
"seq_id_8051"	3347	1	0	6.69962273969039	60.3751465416178	"genome_266"
"seq_id_7989"	25105	15	4	5.10805500982318	43.0939226519337	"genome_267"
"seq_id_7840"	14108	10	1	2.62642101136809	21.7297297297297	"genome_268"
"seq_id_7986"	324823	482	32	1.07885949139481	9.69976905311778	"genome_269"
"seq_id_7672"	1096	1	0	6.81455897980871	59.1013824884793	"genome_27"
"seq_id_8124"	123657	174	7	0.387646982814317	3.58851674641148	"genome_270"
"seq_id_7956"	35533	24	4	2.51481237656353	23.0676328502415	"genome_271"
"seq_id_7977"	9487	10	0	0.505770976527039	4.79115479115479	"genome_272"
"seq_id_7743"	92891	104	2	0.141515502380033	1.20087336244541	"genome_273"
"seq_id_7944"	9698	11	0	0.603378921962993	5.13112884834664	"genome_274"
"seq_id_8031"	40454	22	4	3.96563119629874	34.443168771527	"genome_275"
"seq_id_7858"	161945	199	14	0.988167988558055	8.84749708963911	"genome_276"
"seq_id_7990"	5066	3	0	2.16489499611097	20.9798994974874	"genome_277"
"seq_id_8120"	48535	33	4	2.34574196838348	19.7849462365591	"genome_278"
"seq_id_7801"	233674	345	20	0.706759187869442	6.69099756690998	"genome_279"
"seq_id_7853"	35311	27	3	2.16473072861668	19.6407185628743	"genome_28"
"seq_id_8462"	5622	3	0	2.40621915103653	21.9101123595506	"genome_280"
"seq_id_8219"	24128	10	1	2.23449661059503	21.1652794292509	"genome_281"
"seq_id_7980"	2351	1	0	6.74186778593914	60.9004739336493	"genome_282"
"seq_id_7958"	3869	3	0	2.17502558853634	20.4572803850782	"genome_283"
"seq_id_7747"	104031	92	4	0.650816841546022	5.70430733410943	"genome_284"
"seq_id_8001"	6656	3	1	8.45503458877786	79.4223826714802	"genome_285"
"seq_id_7862"	215264	328	20	0.806993947545393	8	"genome_286"
"seq_id_7872"	84786	92	4	0.57112498339753	4.93685419058553	"genome_287"
"seq_id_7831"	4129	3	0	2.60880964866282	21.6539717083787	"genome_288"
"seq_id_8112"	25092	17	1	1.35291843834557	12.2377622377622	"genome_289"
"seq_id_7982"	41203	27	1	0.638467677573823	5.95533498759305	"genome_29"
"seq_id_7995"	85154	79	4	0.860739979445015	7.29847494553377	"genome_290"
"seq_id_7959"	27558	14	1	1.33474296286507	12.65664160401	"genome_291"
"seq_id_8081"	45981	27	1	0.615747412550766	5.48424737456243	"genome_292"
"seq_id_7830"	186536	259	19	0.899022801302932	8.59277708592777	"genome_293"
"seq_id_8040"	94978	74	4	0.816326530612245	7.17592592592593	"genome_294"
"seq_id_7967"	11691	4	1	6.7036941358822	60.419091967404	"genome_295"
"seq_id_8074"	42760	33	3	1.66258538471453	14.878892733564	"genome_296"
"seq_id_7629"	5654	3	0	2.51836306400839	23.3009708737864	"genome_297"
"seq_id_7496"	20421	15	3	4.25444596443228	38.0195599022005	"genome_298"
"seq_id_8227"	1237	1	0	7.04916023047689	60.5900948366702	"genome_299"
"seq_id_7792"	52268	33	1	0.419782237964056	3.90720390720391	"genome_3"
"seq_id_7634"	108329	150	6	0.425765691525889	3.6427732079906	"genome_30"
"seq_id_7842"	3646	2	0	3.55053191489362	31.9377990430622	"genome_300"
"seq_id_7716"	14194	7	1	3.50407917614016	33.5897435897436	"genome_301"
"seq_id_7944"	20483	15	1	1.38350142229118	12.9227053140097	"genome_302"
"seq_id_7762"	3763	2	0	3.7368210329641	33.175355450237	"genome_303"
"seq_id_8282"	33135	16	1	1.30511910795743	11.7178612059158	"genome_304"
"seq_id_8187"	41456	36	3	1.35983263598326	12.484993997599	"genome_305"
"seq_id_7806"	3459	2	0	3.6173001310616	34.4569288389513	"genome_306"
"seq_id_8111"	2240	1	0	6.8696330991413	62.2641509433962	"genome_307"
"seq_id_8319"	2491	1	0	6.71471927162367	59.7972972972973	"genome_308"
"seq_id_7970"	10009	12	0	0.313275029369534	2.85035629453682	"genome_309"
"seq_id_8179"	3931	2	0	3.10867626449229	29.8288508557457	"genome_31"
"seq_id_7894"	136537	162	9	0.652230628750326	6.06060606060606	"genome_310"
"seq_id_8071"	160968	222	14	0.760505284867234	6.75830469644903	"genome_311"
"seq_id_8061"	116810	112	4	0.346553715825953	3.05429864253394	"genome_312"
"seq_id_7903"	192059	271	12	0.591094181006174	4.76694915254237	"genome_313"
"seq_id_8098"	13761	7	1	3.71890228263657	31.5560391730141	"genome_314"
"seq_id_7804"	12400	13	0	0.293764187474963	2.85343709468223	"genome_315"
"seq_id_7980"	2387	1	0	7.5774826059456	60.8121827411168	"genome_316"
"seq_id_8164"	98150	109	5	0.544959128065395	5.32319391634981	"genome_317"
"seq_id_8085"	2982	1	0	6.79511881824021	60.1820250284414	"genome_318"
"seq_id_7640"	14265	13	0	0.266347050206419	2.47524752475248	"genome_319"
"seq_id_8265"	31947	18	4	4.035593432761	35.5016538037486	"genome_32"
"seq_id_8201"	3455	2	0	3.63319646634316	32.2295805739514	"genome_320"
"seq_id_7703"	49953	31	4	2.25255068239035	20.0945626477541	"genome_321"
"seq_id_7796"	59143	36	4	2.10681696188943	19.0765492102066	"genome_322"
"seq_id_8166"	13911	6	1	4.45942442312678	38.8700564971751	"genome_323"
"seq_id_8055"	10236	6	1	4.36492331891467	39.0386869871043	"genome_324"
"seq_id_8021"	6370	5	0	1.20925341745531	11.1786148238153	"genome_325"
"seq_id_7982"	6363	4	0	1.66644968103112	15.980024968789	"genome_326"
"seq_id_7947"	3876	3	0	2.48871695680206	21.9817767653759	"genome_327"
"seq_id_7920"	41604	24	1	0.957377049180328	8.55803048065651	"genome_328"
"seq_id_8084"	1501	1	0	6.28803245436105	60.3406326034063	"genome_329"
"seq_id_8190"	290815	466	28	0.719706883014918	7.39247311827957	"genome_33"
"seq_id_7581"	42702	26	1	0.812457684495599	7.19424460431655	"genome_330"
"seq_id_8101"	13696	13	0	0.253871541000254	2.24971878515186	"genome_331"
"seq_id_8273"	8955	11	0	0.332141032192131	3.27455919395466	"genome_332"
"seq_id_7458"	24839	13	1	1.98234894772573	17.8484107579462	"genome_333"
"seq_id_8142"	75028	50	4	1.38836299381547	12.4716553287982	"genome_334"
"seq_id_7976"	112322	118	4	0.251922566958366	2.3030303030303	"genome_335"
"seq_id_7951"	17530	14	1	1.66139240506329	15.0717703349282	"genome_336"
"seq_id_7823"	8793	6	0	0.897642015005359	9.10326086956522	"genome_337"
"seq_id_8263"	123736	139	5	0.288259958071279	2.76729559748428	"genome_338"
"seq_id_7567"	90301	82	4	0.520902898357152	4.85074626865672	"genome_339"
"seq_id_7744"	173257	300	15	0.579280614306884	4.89749430523918	"genome_34"
"seq_id_8162"	34094	20	1	1.00671140939597	8.96551724137931	"genome_340"
"seq_id_7637"	4996	3	0	2.285050348567	20.5574912891986	"genome_341"
"seq_id_7845"	90932	85	6	1.02954940500067	9.37880633373934	"genome_342"
"seq_id_7881"	8363	6	0	1.02915951972556	9.61775585696671	"genome_343"
"seq_id_8111"	47553	33	4	2.09465729815723	19.1283292978208	"genome_344"
"seq_id_8239"	3964	3	0	2.07020702070207	19.9011124845488	"genome_345"
"seq_id_8237"	202666	304	14	0.376868096166342	3.87182910547397	"genome_346"
"seq_id_8099"	169057	197	11	0.606608156943727	5.48424737456243	"genome_347"
"seq_id_7584"	22673	10	1	2.3068669527897	19.5676905574516	"genome_348"
"seq_id_7294"	28038	16	4	4.73168712925921	41.6767922235723	"genome_349"
"seq_id_8289"	13738	11	0	0.411946446961895	3.78250591016548	"genome_35"
"seq_id_8288"	23381	13	1	1.75923598894195	16.374269005848	"genome_350"
"seq_id_7957"	8306	6	0	1.12851832182687	9.71428571428571	"genome_351"
"seq_id_8081"	23541	17	3	3.01343830595901	28.9817232375979	"genome_352"
"seq_id_8136"	28112	16	4	4.44218809493591	41.1764705882353	"genome_353"
"seq_id_7982"	63816	67	3	0.499605574546411	4.80404551201011	"genome_354"
"seq_id_7960"	19698	14	3	4.25106609808102	36.9640787949015	"genome_355"
"seq_id_8053"	22609	17	1	1.15820287641593	10.8076009501188	"genome_356"
"seq_id_7665"	455771	520	36	0.98182300650126	9.26157697121402	"genome_357"
"seq_id_7843"	51262	36	4	1.97773411918795	17.8486997635934	"genome_358"
"seq_id_8075"	2969	3	0	2.72927176303195	22.542735042735	"genome_359"
"seq_id_8205"	181780	228	20	1.26988199076449	12.0291616038882	"genome_36"
"seq_id_7987"	6820	4	0	1.84530820573223	16.3194444444444	"genome_360"
"seq_id_8380"	8007	3	1	7.94440193828105	77.875	"genome_361"
"seq_id_7916"	5510	4	0	1.5777806754466	15.3358681875792	"genome_362"
"seq_id_8044"	2360	2	0	3.2669729453803	30.4399524375743	"genome_363"
"seq_id_7897"	286889	256	21	1.05017502917153	9.83009708737864	"genome_364"
"seq_id_8005"	34354	23	1	0.797281401124036	7.27056019070322	"genome_365"
"seq_id_7931"	156972	184	14	1.34147961216629	11.8405627198124	"genome_366"
"seq_id_8062"	3899	4	0	1.85693736105662	17.2539489671932	"genome_367"
"seq_id_8085"	6400	6	0	1.03355875972949	9.38586326767092	"genome_368"
"seq_id_7841"	22018	10	1	2.36922667376547	20.9165687426557	"genome_369"
"seq_id_8259"	3222	3	0	2.75721215215726	23.841059602649	"genome_37"
"seq_id_8414"	7435	4	0	1.60300563556669	15.1300236406619	"genome_370"
"seq_id_8049"	20176	13	1	2.08928107967817	16.9473684210526	"genome_371"
"seq_id_8224"	18133	10	1	2.45859213250518	21.9907407407407	"genome_372"
"seq_id_8000"	11276	11	0	0.339469904687296	3.05522914218566	"genome_373"
"seq_id_8212"	69758	80	5	0.951535143364628	8.4554678692221	"genome_374"
"seq_id_8182"	152660	184	7	0.435841558774516	4.12621359223301	"genome_375"
"seq_id_8075"	31072	15	1	1.61804051471525	13.8949671772429	"genome_376"
"seq_id_7766"	26381	19	1	1.09657814770776	9.71896955503513	"genome_377"
"seq_id_8214"	1777	1	0	6.3816527483485	60.9523809523809	"genome_378"
"seq_id_7832"	75097	52	4	0.905579970701824	9.53716690042076	"genome_379"
"seq_id_7890"	7290	5	0	1.51748971193416	13.3938706015891	"genome_38"
"seq_id_7783"	5238	4	0	1.39128130382934	14.0939597315436	"genome_380"
"seq_id_8275"	20993	12	1	2.06975852817171	19.9017199017199	"genome_381"
"seq_id_7824"	8008	4	0	2.11802317836686	18.4883720930233	"genome_382"
"seq_id_8418"	30130	18	1	0.945203729722825	9.01339829476249	"genome_383"
"seq_id_8163"	49751	28	4	3.14537782892213	27.4860335195531	"genome_384"
"seq_id_8225"	7422	3	1	9.12455334354262	80.1569506726457	"genome_385"
"seq_id_7686"	7511	9	0	0.57051877404803	5.22478736330498	"genome_386"
"seq_id_8123"	3084	2	0	3.34976614840096	28.6486486486486	"genome_387"
"seq_id_7809"	41535	33	3	1.43809648320042	13.3010882708585	"genome_388"
"seq_id_8141"	28418	24	3	2.40378468226569	20.3023758099352	"genome_389"
"seq_id_7943"	2890	1	0	6.48314895806535	58.7412587412587	"genome_39"
"seq_id_7960"	125149	161	14	0.938303341902314	8.93512851897185	"genome_390"
"seq_id_8276"	105105	156	13	1.02389078498294	9.83009708737864	"genome_391"
"seq_id_7968"	13980	13	0	0.313070701800157	3.00375469336671	"genome_392"
"seq_id_7773"	5635	4	0	1.75599528240073	15.8205430932704	"genome_393"
"seq_id_8033"	22287	10	1	2.54071661237785	22.6218097447796	"genome_394"
"seq_id_7926"	40901	24	4	3.09660908509277	28.2380396732789	"genome_395"
"seq_id_7916"	20095	15	3	3.99365247289077	37.4225526641884	"genome_396"
"seq_id_8129"	8110	6	0	1.12259216736829	10	"genome_397"
"seq_id_8243"	33151	16	1	1.06693763495491	10.3448275862069	"genome_398"
"seq_id_8005"	5490	4	0	1.90760446405398	18.1257706535142	"genome_399"
"seq_id_8053"	15839	13	0	0.385405960945529	3.47222222222222	"genome_4"
"seq_id_8084"	39712	23	1	0.817301647177166	8.06451612903226	"genome_40"
"seq_id_7794"	67382	59	1	0.130276185513288	1.10253583241455	"genome_400"
"seq_id_8039"	145812	145	9	0.874968298250063	7.6158940397351	"genome_401"
"seq_id_7740"	6350	4	0	1.88455455983131	17.5245098039216	"genome_402"
"seq_id_8264"	230148	334	19	0.59156378600823	5.7356608478803	"genome_403"
"seq_id_7854"	13219	5	1	4.36899423446509	39.9765533411489	"genome_404"
"seq_id_8057"	13307	13	0	0.271668822768435	2.53623188405797	"genome_405"
"seq_id_7634"	10197	11	0	0.387596899224806	3.59355638166047	"genome_406"
"seq_id_8052"	77504	59	4	0.930781331934976	8.65853658536585	"genome_407"
"seq_id_8159"	20918	15	1	1.43610013175231	13.7626262626263	"genome_408"
"seq_id_7926"	418815	240	26	1.68388825105243	14.4262295081967	"genome_409"
"seq_id_7781"	72869	48	4	1.31736526946108	11.8990384615385	"genome_41"
"seq_id_7361"	2056	1	0	5.93801426220516	55.7271557271557	"genome_410"
"seq_id_7805"	292809	249	21	1.08137334414707	9.88875154511743	"genome_411"
"seq_id_7907"	40998	23	4	3.39462517680339	28.8840262582057	"genome_412"
