fragment_id	length
seq_id_2213	20914
seq_id_2661	1847
seq_id_3107	22301
seq_id_427	84580
seq_id_2946	110265
seq_id_1018	38751
seq_id_897	6871
seq_id_4295	10408
seq_id_1194	41751
seq_id_1994	1407
seq_id_1533	351692
seq_id_3961	46469
seq_id_4235	57486
seq_id_1881	96350
seq_id_391	43911
seq_id_886	185665
seq_id_539	55839
seq_id_3492	130795
seq_id_1110	11791
seq_id_2527	188726
seq_id_1401	182641
seq_id_435	57228
seq_id_2167	81829
seq_id_4237	9700
seq_id_2619	34211
seq_id_3394	31261
seq_id_2630	4545
seq_id_2360	99217
seq_id_629	37185
seq_id_2041	31853
seq_id_1328	166797
seq_id_1158	112443
seq_id_3130	185399
seq_id_1224	131348
seq_id_3077	35390
seq_id_2611	46316
seq_id_1090	18563
seq_id_581	86355
seq_id_3344	109058
seq_id_362	14831
seq_id_1847	65128
seq_id_792	7953
seq_id_4172	46642
seq_id_2443	30701
seq_id_1141	12469
seq_id_3964	212865
seq_id_1633	16732
seq_id_652	61675
seq_id_3308	105121
seq_id_1176	19662
seq_id_4389	67667
seq_id_62	19405
seq_id_1856	38495
seq_id_365	17202
seq_id_4445	14128
seq_id_3263	115176
seq_id_1399	177626
seq_id_1743	37969
seq_id_218	36760
seq_id_3568	207346
seq_id_1047	70846
seq_id_4098	32315
seq_id_2514	67451
seq_id_75	88903
seq_id_4019	23993
seq_id_3042	135072
seq_id_1927	155146
seq_id_2085	75613
seq_id_232	118424
seq_id_1988	6986
seq_id_2029	20489
seq_id_1267	44471
seq_id_723	28464
seq_id_478	11799
seq_id_3899	59360
seq_id_293	158961
seq_id_714	36869
seq_id_373	42363
seq_id_3043	100686
seq_id_1133	177515
seq_id_1406	156915
seq_id_2724	123736
seq_id_2626	17585
seq_id_702	108384
seq_id_73	40533
seq_id_864	16779
seq_id_3251	28712
seq_id_1962	15978
seq_id_485	119163
seq_id_1665	75986
seq_id_201	74608
seq_id_3382	21948
seq_id_1461	16968
seq_id_4434	31357
seq_id_3366	153382
seq_id_437	23201
seq_id_4158	168565
seq_id_3914	189077
seq_id_4005	189404
seq_id_2763	33920
seq_id_144	19505
seq_id_4126	6569
seq_id_965	58541
seq_id_934	26204
seq_id_3781	74134
seq_id_495	45063
seq_id_1634	19198
seq_id_420	582787
seq_id_2547	189528
seq_id_3934	22074
seq_id_2778	8269
seq_id_134	166282
seq_id_2036	23261
seq_id_3257	158308
seq_id_4023	44153
seq_id_3329	7872
seq_id_2134	66761
seq_id_3801	160170
seq_id_699	53232
seq_id_4457	17908
seq_id_2831	79090
seq_id_737	99373
seq_id_1261	22025
seq_id_1651	166657
seq_id_635	206600
seq_id_400	79169
seq_id_2791	46854
seq_id_470	41336
seq_id_32	118715
seq_id_1228	193338
seq_id_94	67316
seq_id_3805	24705
seq_id_299	47581
seq_id_1353	69548
seq_id_275	45163
seq_id_2484	251015
seq_id_2211	70740
seq_id_2737	20910
seq_id_2827	8176
seq_id_3474	25997
seq_id_1196	376375
seq_id_23	124000
seq_id_840	55059
seq_id_2086	12187
seq_id_3156	132092
seq_id_2368	12702
seq_id_2563	208822
seq_id_3760	25458
seq_id_4352	41540
seq_id_503	19929
seq_id_804	8758
seq_id_2265	180286
seq_id_957	22059
seq_id_4438	255795
seq_id_2154	640426
seq_id_3809	243818
seq_id_1070	54863
seq_id_4236	67553
seq_id_461	52609
seq_id_2997	25858
seq_id_1749	55918
seq_id_474	39231
seq_id_2024	48147
seq_id_4051	259404
seq_id_3614	280481
seq_id_2352	34013
seq_id_1214	61306
seq_id_3627	21198
seq_id_1117	70977
seq_id_213	18592
seq_id_3063	221863
seq_id_950	49016
seq_id_2173	7450
seq_id_673	70307
seq_id_375	247185
seq_id_2317	214094
seq_id_379	31593
seq_id_2541	59145
seq_id_354	179525
seq_id_2712	10580
seq_id_2357	187005
seq_id_1380	115920
seq_id_1943	36718
seq_id_907	50595
seq_id_3557	28767
seq_id_2280	146623
seq_id_3654	129852
seq_id_3570	32411
seq_id_4197	28480
seq_id_3743	30755
seq_id_3491	30713
seq_id_4291	162610
seq_id_413	173089
seq_id_3028	25715
seq_id_2275	58592
seq_id_911	6779
seq_id_4179	1697
seq_id_3596	149896
seq_id_2015	212067
seq_id_2043	22924
seq_id_380	13492
seq_id_2756	24985
seq_id_4375	31022
seq_id_450	114827
seq_id_3605	229691
seq_id_1917	42825
seq_id_988	77946
seq_id_479	60479
seq_id_2200	76963
seq_id_2746	6455
seq_id_311	102971
seq_id_3883	263795
seq_id_1057	60609
seq_id_2685	82996
seq_id_2181	402078
seq_id_490	31999
seq_id_4125	22606
seq_id_592	159798
seq_id_499	266846
seq_id_2151	122398
seq_id_4336	22095
seq_id_3402	114522
seq_id_4060	170385
seq_id_2925	50785
seq_id_3565	1852
seq_id_1638	20415
seq_id_509	28861
seq_id_3771	10711
seq_id_2542	54189
seq_id_3178	38739
seq_id_4031	322467
seq_id_2663	987
seq_id_90	14266
seq_id_627	146483
seq_id_811	37035
seq_id_3451	5196
seq_id_644	39140
seq_id_681	83288
seq_id_3479	16190
seq_id_3255	12370
seq_id_159	73892
seq_id_583	90653
seq_id_1844	71327
seq_id_174	29037
seq_id_1506	30279
seq_id_545	45208
seq_id_1663	89088
seq_id_1878	217332
seq_id_2225	60635
seq_id_307	18078
seq_id_602	99291
seq_id_1759	42740
seq_id_2068	281260
seq_id_2339	190952
seq_id_1512	11339
seq_id_1536	7310
seq_id_2435	28502
seq_id_3726	10630
seq_id_1330	1866
seq_id_3341	107228
seq_id_2423	96853
seq_id_2981	16545
seq_id_4160	89565
seq_id_1294	9449
seq_id_814	70651
seq_id_2129	114848
seq_id_2537	3473
seq_id_1581	5612
seq_id_3269	200555
seq_id_1752	111366
seq_id_1249	9334
seq_id_1887	5590
seq_id_2645	214982
seq_id_1575	126950
seq_id_1419	110954
seq_id_3515	25194
seq_id_2477	285676
seq_id_506	88781
seq_id_3	81650
seq_id_3929	179843
seq_id_3959	16900
seq_id_1630	287943
seq_id_3272	68599
seq_id_3122	6584
seq_id_4130	20039
seq_id_3175	15915
seq_id_1690	130707
seq_id_799	51015
seq_id_2320	66136
seq_id_3708	63198
seq_id_216	32263
seq_id_175	56845
seq_id_720	15998
seq_id_1434	6034
seq_id_292	38520
seq_id_76	105746
seq_id_568	26665
seq_id_689	19876
seq_id_3912	39304
seq_id_185	33962
seq_id_2040	19988
seq_id_4373	42680
seq_id_1573	11274
seq_id_3773	388992
seq_id_3217	80882
seq_id_2632	138634
seq_id_3620	238770
seq_id_1821	172700
seq_id_2133	186647
seq_id_3401	15680
seq_id_1813	29046
seq_id_1458	4576
seq_id_729	151141
seq_id_1349	74423
seq_id_783	38764
seq_id_3067	201457
seq_id_2899	69079
seq_id_3589	42766
seq_id_562	4419
seq_id_3895	26924
seq_id_4191	57017
seq_id_3578	114475
seq_id_3095	6141
seq_id_3817	44636
seq_id_2950	62008
seq_id_3152	53884
seq_id_604	22301
seq_id_2226	88897
seq_id_4444	44342
seq_id_3711	27833
seq_id_1952	46528
seq_id_2613	3739
seq_id_3384	84787
seq_id_2627	62422
seq_id_3205	25985
seq_id_2682	137154
seq_id_1356	12334
seq_id_1769	10947
seq_id_3684	4273
seq_id_3443	34567
seq_id_1009	10953
seq_id_3288	66423
seq_id_3735	22962
seq_id_2689	214429
seq_id_2797	146757
seq_id_74	18090
seq_id_4244	1411
seq_id_2486	26511
seq_id_2109	24422
seq_id_3228	54311
seq_id_2535	11983
seq_id_3413	208048
seq_id_2823	21090
seq_id_671	63993
seq_id_1108	97961
seq_id_2282	90772
seq_id_3533	107227
seq_id_1624	107749
seq_id_170	182413
seq_id_1402	161274
seq_id_4298	99648
seq_id_68	5824
seq_id_3024	34217
seq_id_928	2217
seq_id_4225	168591
seq_id_1731	76002
seq_id_1921	153582
seq_id_3794	74786
seq_id_1440	1898
seq_id_3499	110637
seq_id_1304	35298
seq_id_1645	36381
seq_id_1532	231516
seq_id_2145	32678
seq_id_2124	105673
seq_id_4342	3794
seq_id_3730	6761
seq_id_2074	45984
seq_id_2046	150638
seq_id_1480	40805
seq_id_1269	50362
seq_id_210	70800
seq_id_3946	52643
seq_id_1565	19213
seq_id_3391	6475
seq_id_2161	34151
seq_id_2965	32296
seq_id_2522	81006
seq_id_2231	86663
seq_id_3986	238492
seq_id_2447	61308
seq_id_188	48343
seq_id_3949	169327
seq_id_2191	57401
seq_id_1421	278587
seq_id_3641	18180
seq_id_4184	147933
seq_id_3858	309948
seq_id_1845	122607
seq_id_2647	78192
seq_id_3309	25869
seq_id_2644	83079
seq_id_2902	98708
seq_id_1708	42018
seq_id_4140	79064
seq_id_4422	126849
seq_id_2022	182677
seq_id_257	45429
seq_id_1483	98559
seq_id_1201	56926
seq_id_2498	4507
seq_id_2364	38593
seq_id_3117	9202
seq_id_2726	92881
seq_id_4275	206298
seq_id_1846	3610
seq_id_834	20622
seq_id_2163	116968
seq_id_1127	106265
seq_id_2408	18586
seq_id_2807	45872
seq_id_2179	61635
seq_id_1760	21089
seq_id_229	242469
seq_id_2014	41493
seq_id_1028	80175
seq_id_2815	17347
seq_id_3216	18443
seq_id_358	46834
seq_id_3320	84623
seq_id_3221	5045
seq_id_2846	29537
seq_id_1768	97067
seq_id_1259	8652
seq_id_1021	68597
seq_id_388	102285
seq_id_972	21232
seq_id_208	21775
seq_id_3694	12880
seq_id_231	266596
seq_id_342	17350
seq_id_3521	113365
seq_id_826	229643
seq_id_4308	13531
seq_id_3772	484496
seq_id_990	88424
seq_id_1379	59791
seq_id_4183	58314
seq_id_779	33715
seq_id_2058	55559
seq_id_894	48545
seq_id_2591	46718
seq_id_2448	159246
seq_id_3979	106398
seq_id_276	91997
seq_id_1156	29180
seq_id_3180	6936
seq_id_2082	129425
seq_id_2367	22934
seq_id_2759	20511
seq_id_3457	55491
seq_id_3015	200716
seq_id_2624	4803
seq_id_2069	30620
seq_id_3082	52607
seq_id_739	21482
seq_id_4	86212
seq_id_3765	56373
seq_id_3649	259006
seq_id_2996	37188
seq_id_43	96715
seq_id_3481	35072
seq_id_1794	19140
seq_id_893	211317
seq_id_2066	261099
seq_id_1892	153913
seq_id_2236	91407
seq_id_4429	1669
seq_id_3292	131365
seq_id_1826	38973
seq_id_3636	30557
seq_id_1563	34297
seq_id_2093	19532
seq_id_2112	1372
seq_id_832	117923
seq_id_2114	185421
seq_id_1528	199593
seq_id_3656	10157
seq_id_1537	28543
seq_id_3486	236382
seq_id_543	73140
seq_id_2060	87692
seq_id_610	135621
seq_id_1366	99790
seq_id_3924	148901
seq_id_1255	18450
seq_id_2833	20140
seq_id_4377	48227
seq_id_3745	9528
seq_id_1367	17573
seq_id_9	109101
seq_id_3371	238879
seq_id_850	189835
seq_id_3622	138924
seq_id_833	9043
seq_id_3602	3088
seq_id_3432	49916
seq_id_3297	15990
seq_id_609	9438
seq_id_611	64457
seq_id_3786	1207
seq_id_1729	30344
seq_id_296	146066
seq_id_444	37905
seq_id_151	42608
seq_id_605	181493
seq_id_1990	44211
seq_id_1217	69159
seq_id_2893	3116
seq_id_4463	182160
seq_id_1111	8226
seq_id_2995	104492
seq_id_417	98215
seq_id_866	58432
seq_id_2289	259191
seq_id_2118	62092
seq_id_55	8764
seq_id_2750	58874
seq_id_3566	91310
seq_id_841	61494
seq_id_2261	2427
seq_id_3564	48530
seq_id_1284	119767
seq_id_1966	138461
seq_id_3407	50775
seq_id_4149	64404
seq_id_2119	60073
seq_id_2545	251533
seq_id_318	30831
seq_id_1054	94472
seq_id_448	157965
seq_id_2585	34065
seq_id_2652	163947
seq_id_2103	47461
seq_id_3351	84287
seq_id_3299	1255
seq_id_2592	52861
seq_id_1145	80061
seq_id_3851	77111
seq_id_3094	88454
seq_id_2971	110530
seq_id_2137	216247
seq_id_3027	6266
seq_id_558	201021
seq_id_3994	39715
seq_id_2204	10544
seq_id_4286	166502
seq_id_3958	136482
seq_id_1889	70752
seq_id_4155	19539
seq_id_736	678
seq_id_4313	33490
seq_id_743	190806
seq_id_1439	27432
seq_id_1191	192364
seq_id_3187	387509
seq_id_1172	220692
seq_id_4408	253967
seq_id_2348	328964
seq_id_1245	366590
seq_id_2589	117268
seq_id_3347	148661
seq_id_2710	152184
seq_id_4174	160410
seq_id_2623	43498
seq_id_3586	97221
seq_id_345	140679
seq_id_922	505123
seq_id_3086	101613
seq_id_1422	118267
seq_id_104	75922
seq_id_4359	78944
seq_id_3386	86161
seq_id_390	43612
seq_id_2187	10570
seq_id_2077	20298
seq_id_1898	59477
seq_id_3640	127239
seq_id_96	326010
seq_id_4357	205541
seq_id_3339	28839
seq_id_1691	8330
seq_id_3666	17927
seq_id_3208	54950
seq_id_3518	52652
seq_id_4368	163153
seq_id_2192	5230
seq_id_3222	64319
seq_id_4014	21312
seq_id_1655	82938
seq_id_2057	78605
seq_id_3593	91991
seq_id_1315	231586
seq_id_1531	153369
seq_id_565	60987
seq_id_31	18081
seq_id_786	75540
seq_id_2735	12672
seq_id_1584	50815
seq_id_979	75200
seq_id_3659	41646
seq_id_398	8671
seq_id_39	152972
seq_id_2775	13433
seq_id_2466	341350
seq_id_222	46062
seq_id_2026	26971
seq_id_3612	18108
seq_id_1722	44076
seq_id_4420	204520
seq_id_2197	164288
seq_id_226	18827
seq_id_3100	33073
seq_id_2335	138544
seq_id_441	229036
seq_id_3767	112710
seq_id_2733	175643
seq_id_3419	55385
seq_id_2107	34729
seq_id_1015	45967
seq_id_764	381908
seq_id_1423	153412
seq_id_994	25656
seq_id_2662	1979
seq_id_368	15786
seq_id_166	1990
seq_id_248	90823
seq_id_2237	63502
seq_id_3856	15878
seq_id_4212	110407
seq_id_4173	28096
seq_id_3439	22983
seq_id_4240	87068
seq_id_2607	35444
seq_id_3482	15407
seq_id_930	44635
seq_id_788	65372
seq_id_370	36804
seq_id_3423	71347
seq_id_932	156150
seq_id_3303	41656
seq_id_521	59704
seq_id_1132	10243
seq_id_596	352549
seq_id_2960	30748
seq_id_3963	23785
seq_id_1981	80945
seq_id_3834	80792
seq_id_2444	123638
seq_id_3334	3216
seq_id_3011	78220
seq_id_2111	77552
seq_id_2762	15845
seq_id_4294	154245
seq_id_4257	26226
seq_id_4122	217199
seq_id_4366	101915
seq_id_3172	11537
seq_id_1460	75985
seq_id_3148	86922
seq_id_1181	82573
seq_id_4251	714
seq_id_1802	4634
seq_id_3270	2803
seq_id_3409	14725
seq_id_944	7856
seq_id_2628	27404
seq_id_969	80020
seq_id_1384	82482
seq_id_3807	105446
seq_id_2869	37383
seq_id_4300	111781
seq_id_3915	10120
seq_id_1306	88245
seq_id_249	75235
seq_id_372	32739
seq_id_3777	75300
seq_id_1457	184723
seq_id_1865	143871
seq_id_3331	54020
seq_id_655	84717
seq_id_1703	24923
seq_id_3738	23660
seq_id_1616	105159
seq_id_16	139777
seq_id_1614	83193
seq_id_1398	99391
seq_id_4318	83127
seq_id_1122	152644
seq_id_2873	26778
seq_id_3203	86180
seq_id_3791	150738
seq_id_3368	5524
seq_id_2095	84682
seq_id_1751	4775
seq_id_116	7799
seq_id_4058	22991
seq_id_3757	39633
seq_id_3906	241567
seq_id_1591	203836
seq_id_363	21331
seq_id_704	112576
seq_id_273	213170
seq_id_287	40426
seq_id_891	82301
seq_id_2571	26187
seq_id_1352	24784
seq_id_726	130959
seq_id_912	17071
seq_id_2397	58959
seq_id_4038	770
seq_id_4224	1766
seq_id_831	6593
seq_id_3195	6876
seq_id_1693	58093
seq_id_3210	74347
seq_id_1103	4642
seq_id_3358	3394
seq_id_2009	73651
seq_id_660	69729
seq_id_3398	29041
seq_id_4284	165178
seq_id_2049	15014
seq_id_1339	5246
seq_id_1498	29884
seq_id_3224	85281
seq_id_3433	118624
seq_id_1848	10285
seq_id_3116	37312
seq_id_3599	26869
seq_id_3445	172689
seq_id_4419	71369
seq_id_3128	79988
seq_id_3381	317606
seq_id_351	31251
seq_id_3810	181642
seq_id_2792	70769
seq_id_309	151099
seq_id_4003	17231
seq_id_3393	1020
seq_id_3448	161363
seq_id_3540	31760
seq_id_4292	29020
seq_id_2373	107237
seq_id_1792	69355
seq_id_4177	73771
seq_id_1146	186271
seq_id_674	67707
seq_id_1578	160540
seq_id_2338	25300
seq_id_1726	128295
seq_id_2062	301616
seq_id_4403	352701
seq_id_3075	267235
seq_id_323	59076
seq_id_4070	15836
seq_id_2349	111631
seq_id_1345	203129
seq_id_86	38462
seq_id_1831	29555
seq_id_718	40141
seq_id_99	17824
seq_id_3981	58591
seq_id_1576	339370
seq_id_4312	157439
seq_id_206	37764
seq_id_2019	8326
seq_id_1817	150201
seq_id_101	22123
seq_id_3898	32204
seq_id_3703	7998
seq_id_3070	45848
seq_id_3489	8451
seq_id_1129	8043
seq_id_1299	19775
seq_id_2214	47385
seq_id_3639	101101
seq_id_2876	29380
seq_id_472	20310
seq_id_3211	12691
seq_id_1546	11042
seq_id_630	57344
seq_id_4050	48873
seq_id_422	47901
seq_id_2866	115635
seq_id_631	72881
seq_id_2766	8356
seq_id_3260	33971
seq_id_2180	75550
seq_id_2116	22622
seq_id_1851	13357
seq_id_3361	58348
seq_id_2860	43300
seq_id_2700	357493
seq_id_1886	80144
seq_id_1121	25833
seq_id_3317	97861
seq_id_4347	252140
seq_id_2061	20268
seq_id_3250	110098
seq_id_1240	39718
seq_id_3824	76873
seq_id_4194	37468
seq_id_1029	40811
seq_id_663	56078
seq_id_692	33572
seq_id_3542	129719
seq_id_1572	6991
seq_id_4301	42122
seq_id_3686	106766
seq_id_3561	98193
seq_id_632	67345
seq_id_110	36471
seq_id_133	58226
seq_id_3841	88052
seq_id_283	10131
seq_id_1173	122912
seq_id_1226	96653
seq_id_392	50778
seq_id_246	34173
seq_id_1724	7457
seq_id_712	89446
seq_id_1523	3982
seq_id_2583	2284
seq_id_3695	253231
seq_id_366	16802
seq_id_1071	13819
seq_id_1011	10024
seq_id_1381	90142
seq_id_1538	30239
seq_id_1055	62872
seq_id_2384	23390
seq_id_3634	7900
seq_id_3775	38884
seq_id_4252	99848
seq_id_4195	20894
seq_id_1033	25771
seq_id_1611	86583
seq_id_234	25899
seq_id_510	8603
seq_id_758	18130
seq_id_1104	43583
seq_id_2715	391502
seq_id_1285	98916
seq_id_1309	51481
seq_id_3972	73998
seq_id_1256	57148
seq_id_3825	7192
seq_id_2767	24086
seq_id_3651	61695
seq_id_3025	19139
seq_id_453	97740
seq_id_861	23592
seq_id_2125	44195
seq_id_516	173496
seq_id_504	58546
seq_id_65	97767
seq_id_658	153216
seq_id_2597	5047
seq_id_2065	12414
seq_id_935	9180
seq_id_3017	51914
seq_id_838	93223
seq_id_169	8801
seq_id_4262	26071
seq_id_4407	2146
seq_id_4210	22829
seq_id_1710	5728
seq_id_2544	80047
seq_id_2358	17116
seq_id_4220	5749
seq_id_2657	27188
seq_id_1560	46300
seq_id_1688	147415
seq_id_4073	2168
seq_id_2039	152320
seq_id_1168	1127
seq_id_1675	29485
seq_id_2959	63074
seq_id_1206	148961
seq_id_3449	3729
seq_id_4182	81614
seq_id_601	124432
seq_id_2659	14364
seq_id_2933	126468
seq_id_2640	122852
seq_id_1877	49431
seq_id_2485	59853
seq_id_616	75253
seq_id_1501	37764
seq_id_3892	241303
seq_id_734	17659
seq_id_4405	98530
seq_id_1211	50273
seq_id_1574	99063
seq_id_953	117279
seq_id_2424	46508
seq_id_3984	253600
seq_id_7	47137
seq_id_952	23777
seq_id_350	263456
seq_id_3645	41388
seq_id_3668	66498
seq_id_1409	11755
seq_id_3990	198315
seq_id_214	152530
seq_id_471	18920
seq_id_3425	33136
seq_id_2590	5036
seq_id_2390	99225
seq_id_717	174857
seq_id_3034	68740
seq_id_46	69510
seq_id_2907	42505
seq_id_3808	151043
seq_id_2270	85504
seq_id_991	33632
seq_id_4222	269645
seq_id_4379	95893
seq_id_1732	127606
seq_id_361	20685
seq_id_1136	203442
seq_id_3049	48158
seq_id_3816	35800
seq_id_225	35329
seq_id_2469	102500
seq_id_3087	55822
seq_id_2291	19349
seq_id_2228	5423
seq_id_1804	74599
seq_id_1514	20899
seq_id_3202	46512
seq_id_2559	11687
seq_id_547	7453
seq_id_3129	163051
seq_id_3681	209926
seq_id_3092	14903
seq_id_593	12811
seq_id_4279	61095
seq_id_1455	190401
seq_id_3155	113203
seq_id_1748	4691
seq_id_3243	48817
seq_id_963	158670
seq_id_1388	105798
seq_id_1019	29832
seq_id_2730	39636
seq_id_3353	88024
seq_id_3068	2595
seq_id_3523	380201
seq_id_3244	216190
seq_id_1010	37336
seq_id_1323	63561
seq_id_2660	67401
seq_id_2401	226912
seq_id_2848	183514
seq_id_1079	43807
seq_id_1841	8149
seq_id_4028	4270
seq_id_2297	71900
seq_id_1781	25475
seq_id_3246	10505
seq_id_2457	69461
seq_id_2120	158650
seq_id_618	48055
seq_id_3461	247336
seq_id_3173	165613
seq_id_1660	67866
seq_id_288	7764
seq_id_1120	30720
seq_id_1709	286339
seq_id_202	60068
seq_id_1646	171879
seq_id_1914	29442
seq_id_1860	32784
seq_id_302	2840
seq_id_429	82377
seq_id_1252	24847
seq_id_4340	13881
seq_id_4089	6595
seq_id_139	19849
seq_id_412	233320
seq_id_816	3544
seq_id_2693	112031
seq_id_22	83652
seq_id_1806	18704
seq_id_4169	19802
seq_id_1138	191906
seq_id_419	104921
seq_id_1489	60346
seq_id_409	282493
seq_id_1169	41634
seq_id_700	87749
seq_id_3842	9502
seq_id_4052	60176
seq_id_2166	23383
seq_id_647	113895
seq_id_2286	85970
seq_id_2155	30570
seq_id_2829	19084
seq_id_3888	149539
seq_id_682	101525
seq_id_4325	171453
seq_id_4269	2983
seq_id_2862	10146
seq_id_195	244619
seq_id_2743	23885
seq_id_3242	79533
seq_id_3186	125084
seq_id_3110	54634
seq_id_796	90603
seq_id_1048	80671
seq_id_2034	256954
seq_id_3821	8781
seq_id_879	61600
seq_id_2888	26914
seq_id_24	135699
seq_id_4259	143832
seq_id_3945	34044
seq_id_958	114296
seq_id_2142	91442
seq_id_1190	99403
seq_id_2593	56593
seq_id_3574	20658
seq_id_3408	93925
seq_id_1025	30225
seq_id_1210	23067
seq_id_974	38058
seq_id_1689	80869
seq_id_3273	96670
seq_id_2264	73726
seq_id_1414	136937
seq_id_3418	88467
seq_id_2531	54068
seq_id_4231	42130
seq_id_1836	27253
seq_id_4425	162171
seq_id_1073	31778
seq_id_2984	29926
seq_id_1933	230799
seq_id_549	100135
seq_id_580	111158
seq_id_1069	61777
seq_id_57	2092
seq_id_4123	137627
seq_id_256	22654
seq_id_1641	62513
seq_id_1358	22547
seq_id_3151	7015
seq_id_1754	117913
seq_id_3455	154823
seq_id_2442	27306
seq_id_3556	23993
seq_id_2970	11688
seq_id_2054	59246
seq_id_1137	14070
seq_id_3610	19508
seq_id_4147	113037
seq_id_4454	214314
seq_id_1282	53214
seq_id_728	5428
seq_id_908	91845
seq_id_2713	173311
seq_id_3763	149963
seq_id_939	43327
seq_id_3267	78939
seq_id_2837	81461
seq_id_2140	182039
seq_id_456	70410
seq_id_1629	50479
seq_id_3311	130289
seq_id_1910	48554
seq_id_4152	19971
seq_id_2822	24531
seq_id_528	78893
seq_id_2113	222125
seq_id_2646	291715
seq_id_2912	52304
seq_id_2341	59687
seq_id_3135	120055
seq_id_1319	41668
seq_id_4449	19688
seq_id_3676	65290
seq_id_3974	110273
seq_id_2600	14808
seq_id_4395	25222
seq_id_3591	12289
seq_id_3514	191169
seq_id_3370	35555
seq_id_1456	16841
seq_id_4448	87859
seq_id_1235	39570
seq_id_3628	42594
seq_id_2530	158606
seq_id_1395	87184
seq_id_407	130961
seq_id_2094	9529
seq_id_870	183562
seq_id_1580	66543
seq_id_1251	92716
seq_id_382	33758
seq_id_1238	183751
seq_id_244	102941
seq_id_241	98799
seq_id_2215	87769
seq_id_3635	33103
seq_id_3271	37795
seq_id_3931	12134
seq_id_742	60166
seq_id_3716	353043
seq_id_3029	203354
seq_id_3356	33023
seq_id_1818	62850
seq_id_2476	27687
seq_id_1139	91237
seq_id_3379	30270
seq_id_3953	54813
seq_id_383	97897
seq_id_1106	4718
seq_id_662	124065
seq_id_913	8085
seq_id_4437	89384
seq_id_3194	227126
seq_id_791	272571
seq_id_2680	178717
seq_id_1197	112154
seq_id_839	14100
seq_id_2691	16716
seq_id_4207	263313
seq_id_2482	77448
seq_id_2957	6344
seq_id_895	8520
seq_id_347	198316
seq_id_3072	33702
seq_id_1218	107510
seq_id_667	209051
seq_id_1552	21427
seq_id_2255	195819
seq_id_1	66753
seq_id_1809	42133
seq_id_4255	51651
seq_id_2006	104087
