fragment_id	length
seq_id_7332	4919
seq_id_4479	912
seq_id_4016	943
seq_id_1304	1611
seq_id_6041	1257
seq_id_11587	45448
seq_id_6069	538
seq_id_1820	4243
seq_id_2101	6159
seq_id_8475	1722
seq_id_10490	25556
seq_id_11169	33130
seq_id_11797	2794
seq_id_6212	86220
seq_id_10284	19149
seq_id_8946	7854
seq_id_8437	3188
seq_id_8619	12791
seq_id_2659	60478
seq_id_9304	1437
seq_id_2438	34772
seq_id_8253	5931
seq_id_8664	11355
seq_id_3510	6805
seq_id_8298	2249
seq_id_10303	7142
seq_id_4186	1438
seq_id_7397	2301
seq_id_208	1845
seq_id_11822	1673
seq_id_5554	6429
seq_id_7810	2710
seq_id_1046	511
seq_id_4256	902
seq_id_7565	3353
seq_id_6139	8308
seq_id_11691	3462
seq_id_541	15090
seq_id_7524	3473
seq_id_2401	623
seq_id_1967	9099
seq_id_2111	3750
seq_id_11003	1350
seq_id_3781	1585
seq_id_10647	24180
seq_id_1309	1026
seq_id_9959	5743
seq_id_9460	11421
seq_id_11264	48606
seq_id_1340	4304
seq_id_7972	1898
seq_id_2069	620
seq_id_10879	1027
seq_id_2302	1858
seq_id_9706	1151
seq_id_9359	2939
seq_id_3674	1447
seq_id_9199	57761
seq_id_9743	3375
seq_id_5266	852
seq_id_4125	766
seq_id_8367	2912
seq_id_2744	17726
seq_id_5204	9542
seq_id_8434	13571
seq_id_7138	3000
seq_id_7219	725
seq_id_7188	1577
seq_id_7260	856
seq_id_10048	14066
seq_id_8867	861
seq_id_8129	4534
seq_id_3543	20370
seq_id_8478	713
seq_id_4189	2920
seq_id_4988	4672
seq_id_4990	1486
seq_id_1595	1530
seq_id_164	18375
seq_id_233	4422
seq_id_10984	681
seq_id_10245	14923
seq_id_5719	6807
seq_id_81	3377
seq_id_4266	7752
seq_id_6602	6812
seq_id_2865	6803
seq_id_7377	518
seq_id_7482	1789
seq_id_8921	4425
seq_id_7101	3925
seq_id_11285	12271
seq_id_10909	1026
seq_id_7973	4358
seq_id_145	996
seq_id_920	1075
seq_id_9020	1369
seq_id_10925	20969
seq_id_6986	613
seq_id_3145	8634
seq_id_484	4182
seq_id_5708	2858
seq_id_6680	105439
seq_id_1285	2082
seq_id_2878	13072
seq_id_6057	4567
seq_id_7990	23183
seq_id_4003	9205
seq_id_7255	753
seq_id_11628	2201
seq_id_2218	1280
seq_id_11265	2266
seq_id_111	1540
seq_id_774	4251
seq_id_9893	983
seq_id_2792	122916
seq_id_11519	6516
seq_id_11727	728
seq_id_1427	5358
seq_id_10715	1577
seq_id_9065	1162
seq_id_6530	576
seq_id_4768	12175
seq_id_11738	5371
seq_id_9792	807
seq_id_7595	1802
seq_id_4602	2656
seq_id_790	198966
seq_id_2027	9736
seq_id_10420	960
seq_id_10486	915
seq_id_1995	700
seq_id_6696	32485
seq_id_8820	998
seq_id_2806	40665
seq_id_3316	671
seq_id_6646	702
seq_id_6980	1022
seq_id_5354	11368
seq_id_409	834
seq_id_9589	599
seq_id_6751	5585
seq_id_2993	1507
seq_id_2508	1880
seq_id_72	27613
seq_id_783	13985
seq_id_3754	5104
seq_id_1166	53227
seq_id_1704	2244
seq_id_10601	1466
seq_id_3372	12305
seq_id_5867	16330
seq_id_10178	1046
seq_id_4606	2705
seq_id_937	5255
seq_id_6836	3743
seq_id_2622	14906
seq_id_6750	2166
seq_id_7384	2692
seq_id_11017	1600
seq_id_5730	3205
seq_id_61	3454
seq_id_7170	3344
seq_id_8775	14344
seq_id_10739	9695
seq_id_3705	4702
seq_id_5002	2452
seq_id_319	26724
seq_id_8616	1559
seq_id_1848	8827
seq_id_10146	8717
seq_id_3518	7788
seq_id_7794	1489
seq_id_5411	3280
seq_id_6018	1919
seq_id_8768	7296
seq_id_528	787
seq_id_1948	1130
seq_id_385	7248
seq_id_1382	28418
seq_id_6992	12505
seq_id_4206	2596
seq_id_499	667
seq_id_11685	7408
seq_id_2366	10701
seq_id_5647	17712
seq_id_10740	9160
seq_id_11680	3397
seq_id_4528	35321
seq_id_3284	1441
seq_id_11038	1508
seq_id_2023	918
seq_id_11591	20786
seq_id_5097	42720
seq_id_10578	5713
seq_id_806	4850
seq_id_8109	2733
seq_id_11329	4193
seq_id_10045	1357
seq_id_7722	586
seq_id_7635	534
seq_id_7190	1824
seq_id_9759	2482
seq_id_5529	5112
seq_id_10168	48481
seq_id_7570	537
seq_id_390	1634
seq_id_1274	4461
seq_id_11256	4763
seq_id_9705	4619
seq_id_8239	527
seq_id_210	13508
seq_id_5212	930
seq_id_5207	2219
seq_id_9472	14252
seq_id_6773	924
seq_id_3228	12712
seq_id_2403	7817
seq_id_3237	756
seq_id_827	17405
seq_id_3910	1363
seq_id_10201	649
seq_id_302	7287
seq_id_6224	1864
seq_id_10373	958
seq_id_7738	4713
seq_id_10375	1745
seq_id_785	6010
seq_id_1728	548
seq_id_1630	9165
seq_id_9562	17251
seq_id_9463	1029
seq_id_4179	1986
seq_id_11820	5523
seq_id_3371	10188
seq_id_11163	61612
seq_id_10022	3784
seq_id_10519	2090
seq_id_8270	6749
seq_id_1614	2210
seq_id_6855	1393
seq_id_1545	1434
seq_id_7501	1950
seq_id_4413	47594
seq_id_3149	849
seq_id_10392	4985
seq_id_2982	5891
seq_id_1337	70967
seq_id_4456	4686
seq_id_8585	2224
seq_id_6021	1289
seq_id_8277	692
seq_id_1467	1598
seq_id_5574	2449
seq_id_1143	1356
seq_id_7801	1611
seq_id_4082	3838
seq_id_8721	984
seq_id_11110	32619
seq_id_2161	4983
seq_id_2108	14514
seq_id_2737	9206
seq_id_4184	3312
seq_id_321	1170
seq_id_6126	23267
seq_id_4800	1516
seq_id_10829	17487
seq_id_1997	2263
seq_id_1540	2819
seq_id_1026	1495
seq_id_10083	9600
seq_id_754	7720
seq_id_6517	1169
seq_id_812	27549
seq_id_5603	15920
seq_id_978	10396
seq_id_4806	3985
seq_id_5767	54236
seq_id_6266	11970
seq_id_4862	1366
seq_id_6908	1345
seq_id_7838	5584
seq_id_10771	71133
seq_id_2811	732
seq_id_8542	2456
seq_id_919	4442
seq_id_1323	6471
seq_id_11162	3711
seq_id_533	3715
seq_id_5720	23552
seq_id_8242	18072
seq_id_8128	3902
seq_id_885	5701
seq_id_8279	9394
seq_id_4928	3418
seq_id_9925	24366
seq_id_6610	1199
seq_id_636	9662
seq_id_1418	10934
seq_id_11197	6262
seq_id_1930	42968
seq_id_11609	2252
seq_id_3765	1740
seq_id_7849	1480
seq_id_3217	3392
seq_id_11092	3376
seq_id_11016	7129
seq_id_1480	3797
seq_id_938	24780
seq_id_5541	18529
seq_id_11649	2695
seq_id_6504	19043
seq_id_10036	2796
seq_id_2307	3392
seq_id_2395	857
seq_id_394	743
seq_id_6943	1502
seq_id_625	1682
seq_id_5403	1775
seq_id_11535	7156
seq_id_3803	7728
seq_id_2721	1979
seq_id_10191	5351
seq_id_1671	7837
seq_id_10737	572
seq_id_6247	10615
seq_id_8100	14146
seq_id_6159	618
seq_id_6353	1661
seq_id_2153	17984
seq_id_11044	22932
seq_id_5533	1973
seq_id_4992	3101
seq_id_6954	75564
seq_id_3027	1142
seq_id_6674	3331
seq_id_3160	2236
seq_id_4386	4786
seq_id_5119	3732
seq_id_7303	4225
seq_id_4954	123930
seq_id_7690	1780
seq_id_3940	4715
seq_id_2531	3349
seq_id_8926	1003
seq_id_3231	15442
seq_id_7506	1100
seq_id_6289	4911
seq_id_748	536
seq_id_1167	3629
seq_id_10016	755
seq_id_2680	12594
seq_id_3489	12084
seq_id_3382	27038
seq_id_8540	908
seq_id_7339	19744
seq_id_7265	519
seq_id_2847	6173
seq_id_8258	3033
seq_id_11759	141787
seq_id_1951	7598
seq_id_3485	8030
seq_id_9509	4398
seq_id_1843	2101
seq_id_10932	3315
seq_id_11165	2977
seq_id_9197	4025
seq_id_5634	18332
seq_id_1617	567
seq_id_10234	2076
seq_id_5617	3783
seq_id_2043	2591
seq_id_10846	3649
seq_id_7133	2887
seq_id_1785	28223
seq_id_6724	7688
seq_id_10387	5190
seq_id_2915	11547
seq_id_4692	3584
seq_id_3000	3621
seq_id_229	2576
seq_id_7611	25546
seq_id_1495	6547
seq_id_303	30663
seq_id_10419	960
seq_id_1195	1917
seq_id_6738	35357
seq_id_10082	519
seq_id_1082	2452
seq_id_11461	9942
seq_id_9074	2465
seq_id_1437	9610
seq_id_5670	3472
seq_id_5619	14144
seq_id_8273	6104
seq_id_1042	140370
seq_id_9537	6771
seq_id_9073	4342
seq_id_6637	1333
seq_id_4001	608
seq_id_11397	3353
seq_id_4858	3380
seq_id_11371	1153
seq_id_4930	795
seq_id_3740	644
seq_id_9459	661
seq_id_11627	37519
seq_id_3666	546
seq_id_10372	4652
seq_id_6467	2064
seq_id_6608	2880
seq_id_7841	3290
seq_id_4576	6255
seq_id_1874	3189
seq_id_10185	1923
seq_id_500	2915
seq_id_248	5278
seq_id_8723	912
seq_id_2720	1264
seq_id_5106	3255
seq_id_137	2709
seq_id_1913	1093
seq_id_1226	14592
seq_id_11079	9280
seq_id_4040	14163
seq_id_10567	1875
seq_id_1723	9274
seq_id_1448	6598
seq_id_2768	7837
seq_id_7379	657
seq_id_4269	14292
seq_id_4215	523
seq_id_7940	38773
seq_id_8397	3483
seq_id_5601	1822
seq_id_11099	2445
seq_id_6635	79386
seq_id_5528	3481
seq_id_5222	2753
seq_id_11259	1440
seq_id_8909	582
seq_id_2163	2385
seq_id_5881	1203
seq_id_2460	7067
seq_id_894	6630
seq_id_3242	20920
seq_id_9033	2074
seq_id_10204	17886
seq_id_8938	6742
seq_id_5341	1994
seq_id_5414	133256
seq_id_1739	593
seq_id_1756	9869
seq_id_3404	3021
seq_id_958	3198
seq_id_8556	6303
seq_id_4084	708
seq_id_4864	659
seq_id_4668	8517
seq_id_8967	22230
seq_id_11829	1887
seq_id_8983	1722
seq_id_10157	13348
seq_id_10088	3531
seq_id_10631	634
seq_id_2609	86815
seq_id_6079	7087
seq_id_11300	1726
seq_id_10890	657
seq_id_4650	1991
seq_id_2984	9325
seq_id_3307	8168
seq_id_9547	987
seq_id_8455	780
seq_id_11659	1303
seq_id_10079	508
seq_id_9556	3513
seq_id_1201	9778
seq_id_11795	5862
seq_id_3965	6334
seq_id_9260	11589
seq_id_1699	4717
seq_id_6916	3894
seq_id_8473	15257
seq_id_8913	6258
seq_id_9768	5674
seq_id_4469	1869
seq_id_11270	1611
seq_id_9334	3994
seq_id_10125	687
seq_id_526	10026
seq_id_5724	885
seq_id_5736	872
seq_id_2856	10884
seq_id_6130	7490
seq_id_5637	5163
seq_id_2535	675
seq_id_3912	46056
seq_id_5316	47450
seq_id_220	1389
seq_id_5160	501
seq_id_830	12427
seq_id_3032	5401
seq_id_5332	2637
seq_id_3750	3560
seq_id_7202	4710
seq_id_2652	3533
seq_id_9737	1323
seq_id_3275	1043
seq_id_5561	25507
seq_id_11616	2579
seq_id_2102	3139
seq_id_4025	116844
seq_id_633	4827
seq_id_7223	5604
seq_id_8793	984
seq_id_3203	16254
seq_id_4759	1373
seq_id_6532	554
seq_id_2112	978
seq_id_2394	3675
seq_id_9815	1231
seq_id_7882	7801
seq_id_11552	1421
seq_id_1655	915
seq_id_2258	1872
seq_id_2084	4223
seq_id_10962	6323
seq_id_9106	9948
seq_id_4076	25956
seq_id_6777	5465
seq_id_4230	2388
seq_id_5176	1435
seq_id_760	2322
seq_id_10070	26002
seq_id_2798	1637
seq_id_8265	97500
seq_id_493	752
seq_id_1771	7074
seq_id_11237	4593
seq_id_7479	1947
seq_id_11080	636
seq_id_41	909
seq_id_8552	715
seq_id_10642	5034
seq_id_5016	6826
seq_id_9024	1475
seq_id_8719	6089
seq_id_2951	13835
seq_id_4571	12917
seq_id_3171	3306
seq_id_11784	1373
seq_id_5329	3334
seq_id_3179	2516
seq_id_8254	14106
seq_id_194	2021
seq_id_8047	1665
seq_id_5622	17653
seq_id_7038	15383
seq_id_4803	665
seq_id_11767	516
seq_id_5130	5739
seq_id_3004	3411
seq_id_4055	3177
seq_id_6436	1669
seq_id_1777	1243
seq_id_265	6103
seq_id_6104	1869
seq_id_5429	9930
seq_id_9704	648
seq_id_49	8872
seq_id_3866	2490
seq_id_11057	1572
seq_id_6403	652
seq_id_7436	2780
seq_id_3338	44986
seq_id_2355	687
seq_id_1942	19482
seq_id_1505	523
seq_id_2265	19179
seq_id_8286	2076
seq_id_5805	1919
seq_id_9543	12353
seq_id_1391	2988
seq_id_5322	1816
seq_id_1325	1065
seq_id_10847	587
seq_id_2925	3623
seq_id_4533	1041
seq_id_3993	4198
seq_id_439	2874
seq_id_4475	2530
seq_id_5248	3602
seq_id_550	2773
seq_id_4195	4695
seq_id_2920	10017
seq_id_3279	2765
seq_id_11770	19380
seq_id_11433	12381
seq_id_7022	603
seq_id_5103	2697
seq_id_9071	646
seq_id_3252	4084
seq_id_2713	850
seq_id_10572	958
seq_id_4169	1107
seq_id_10323	4153
seq_id_5238	4089
seq_id_9752	1718
seq_id_5472	11760
seq_id_9346	1193
seq_id_7978	1326
seq_id_7019	2155
seq_id_3706	9563
seq_id_11334	7857
seq_id_7204	1172
seq_id_174	2516
seq_id_6690	10190
seq_id_6914	2426
seq_id_3204	10347
seq_id_1502	7218
seq_id_10938	2554
seq_id_9394	3647
seq_id_9634	5505
seq_id_6181	11680
seq_id_5335	1424
seq_id_4137	46018
seq_id_2559	2121
seq_id_5168	1139
seq_id_11509	6297
seq_id_10422	2037
seq_id_7094	43965
seq_id_1817	25381
seq_id_579	1340
seq_id_1473	1362
seq_id_7764	15682
seq_id_11434	2741
seq_id_5809	84023
seq_id_778	1977
seq_id_7884	1532
seq_id_763	5347
seq_id_5548	4666
seq_id_328	1569
seq_id_8801	525
seq_id_11231	17817
seq_id_6976	722
seq_id_395	5998
seq_id_7564	1771
seq_id_3919	2606
seq_id_8392	1041
seq_id_1012	2272
seq_id_11014	2444
seq_id_11650	1118
seq_id_7031	1710
seq_id_11221	1128
seq_id_5896	1822
seq_id_653	2998
seq_id_7582	8911
seq_id_8949	2841
seq_id_1208	40274
seq_id_10795	918
seq_id_9435	3911
seq_id_3617	17956
seq_id_3646	7733
seq_id_7895	2553
seq_id_7050	41548
seq_id_8500	544
seq_id_3947	21827
seq_id_3222	1303
seq_id_3651	1155
seq_id_3988	2045
seq_id_11202	9583
seq_id_3064	13807
seq_id_11190	2603
seq_id_429	6312
seq_id_10309	2258
seq_id_1758	2569
seq_id_11644	1851
seq_id_7083	4351
seq_id_4193	3056
seq_id_6357	1279
seq_id_6661	2629
seq_id_3932	1414
seq_id_818	1678
seq_id_6886	20708
seq_id_8257	982
seq_id_2938	3310
seq_id_6138	652
seq_id_9109	5782
seq_id_3121	813
seq_id_8001	2425
seq_id_7660	2371
seq_id_10584	18874
seq_id_4661	1515
seq_id_1849	4248
seq_id_4096	1624
seq_id_9601	835
seq_id_7124	3182
seq_id_9852	626
seq_id_979	53071
seq_id_3384	4816
seq_id_5761	5695
seq_id_2885	2368
seq_id_9917	35166
seq_id_9865	1948
seq_id_1960	4710
seq_id_10521	4153
seq_id_2776	1800
seq_id_4333	559
seq_id_2357	54484
seq_id_5426	7541
seq_id_10063	611
seq_id_9938	3051
seq_id_9384	2911
seq_id_11359	582
seq_id_8002	1541
seq_id_2736	2945
seq_id_4300	1946
seq_id_9881	4295
seq_id_6474	12569
seq_id_6870	17706
seq_id_2841	3653
seq_id_2718	13396
seq_id_11373	3172
seq_id_285	4926
seq_id_8543	887
seq_id_7445	575
seq_id_5550	49768
seq_id_4545	581
seq_id_6928	48394
seq_id_11141	3912
seq_id_951	2435
seq_id_5464	9023
seq_id_4338	1583
seq_id_7112	846
seq_id_10089	2294
seq_id_3	2031
seq_id_7129	2352
seq_id_9325	1714
seq_id_3961	525
seq_id_4730	5074
seq_id_6358	2634
seq_id_7344	893
seq_id_4151	4256
seq_id_2255	855
seq_id_156	11010
seq_id_9541	11590
seq_id_1483	689
seq_id_7361	12522
seq_id_4506	1254
seq_id_372	1738
seq_id_6236	47325
seq_id_2883	1759
seq_id_788	6514
seq_id_8208	5916
seq_id_5109	11237
seq_id_10499	1005
seq_id_8067	897
seq_id_8936	1336
seq_id_2056	2108
seq_id_8290	2542
seq_id_10554	101268
seq_id_5308	1922
seq_id_9650	12579
seq_id_91	27440
seq_id_3172	1698
seq_id_9688	2439
seq_id_8096	124335
seq_id_8611	8793
seq_id_7708	4859
seq_id_4816	693
seq_id_8082	11484
seq_id_9508	2992
seq_id_5877	12051
seq_id_5971	10464
seq_id_7387	4641
seq_id_2129	1903
seq_id_9681	2248
seq_id_4140	1365
seq_id_3407	4219
seq_id_7601	4268
seq_id_7061	13222
seq_id_3327	4368
seq_id_947	922
seq_id_7859	3992
seq_id_6667	1134
seq_id_679	15110
seq_id_10442	7201
seq_id_10864	42285
seq_id_7100	26116
seq_id_1450	56759
seq_id_5862	847
seq_id_6811	611
seq_id_4718	9202
seq_id_10758	1432
seq_id_6039	6996
seq_id_8751	33340
seq_id_1550	2765
seq_id_11450	1709
seq_id_8431	884
seq_id_10789	2328
seq_id_9767	1912
seq_id_3127	8148
seq_id_11842	14294
seq_id_1546	6343
seq_id_3834	2221
seq_id_10102	15579
seq_id_10175	1756
seq_id_1077	1236
seq_id_4863	9928
seq_id_3230	27771
seq_id_6373	8355
seq_id_6198	3016
seq_id_4190	10970
seq_id_7828	5626
seq_id_2719	7533
seq_id_9420	2312
seq_id_11614	16311
seq_id_1921	3448
seq_id_3818	1073
seq_id_5527	730
seq_id_7042	16699
seq_id_9633	3582
seq_id_8698	2786
seq_id_7638	10897
seq_id_10609	546
seq_id_7207	6437
seq_id_11597	4611
seq_id_5745	4777
seq_id_8653	2020
seq_id_7758	3482
seq_id_777	1007
seq_id_10821	5404
seq_id_2120	1510
seq_id_5865	34524
seq_id_3310	5402
seq_id_5224	9565
seq_id_11413	5279
seq_id_7348	2680
seq_id_678	2274
seq_id_8071	14184
seq_id_1625	8171
seq_id_6939	2517
seq_id_9950	17334
seq_id_2814	3827
seq_id_5771	3315
seq_id_7010	4728
seq_id_7731	8005
seq_id_1139	1733
seq_id_5799	2816
seq_id_10828	1777
seq_id_11837	1747
seq_id_6631	904
seq_id_3007	10603
seq_id_11544	2339
seq_id_561	2584
seq_id_10203	7298
seq_id_5716	1314
seq_id_1900	4573
seq_id_7904	2505
seq_id_4035	26920
seq_id_3787	4870
seq_id_1944	1328
seq_id_7400	11554
seq_id_4894	9848
seq_id_11603	2474
seq_id_8923	3219
seq_id_6780	1811
seq_id_8812	9562
seq_id_398	39746
seq_id_8400	1031
seq_id_7043	6887
seq_id_6340	2831
seq_id_5189	2009
seq_id_11543	4983
seq_id_4634	2654
seq_id_1811	2878
seq_id_6329	2537
seq_id_1278	4283
seq_id_1580	1029
seq_id_2382	1844
seq_id_3997	2493
seq_id_4502	1921
seq_id_2527	50177
seq_id_2912	1741
seq_id_2611	5317
seq_id_3477	3614
seq_id_4869	6222
seq_id_5110	6123
seq_id_7985	25703
seq_id_8175	13092
seq_id_7174	602
seq_id_4310	4858
seq_id_5667	6214
seq_id_9786	2613
seq_id_2514	2962
seq_id_5868	1436
seq_id_7883	888
seq_id_5456	27652
seq_id_5671	51686
seq_id_4356	4469
seq_id_6593	8429
seq_id_5172	4771
seq_id_520	5348
seq_id_8828	11669
seq_id_3782	47535
seq_id_681	5313
seq_id_4074	2059
seq_id_7413	1237
seq_id_1259	2479
seq_id_9947	12431
seq_id_8280	780
seq_id_8375	24350
seq_id_7672	1020
seq_id_5343	1242
seq_id_2683	27345
seq_id_1555	1099
seq_id_9112	1994
seq_id_7148	979
seq_id_7746	30030
seq_id_11772	15716
seq_id_4103	1766
seq_id_8244	69723
seq_id_10350	15671
seq_id_4011	431749
seq_id_9054	2813
seq_id_3792	69535
seq_id_4514	2960
seq_id_7571	11392
seq_id_8436	3156
seq_id_8658	4735
seq_id_10706	3552
seq_id_8920	35766
seq_id_10915	5388
seq_id_4721	1778
seq_id_4304	1472
seq_id_2676	27241
seq_id_7539	6385
seq_id_7218	2300
seq_id_8830	1853
seq_id_6498	1149
seq_id_3349	787
seq_id_6942	17879
seq_id_2216	14721
seq_id_847	5041
seq_id_619	7172
seq_id_8144	837
seq_id_2227	7238
seq_id_8952	4878
seq_id_6526	1174
seq_id_11720	1470
seq_id_2320	12389
seq_id_6271	762
seq_id_3285	12137
seq_id_2711	6405
seq_id_7489	2129
seq_id_2026	9989
seq_id_2231	1524
seq_id_11480	406347
seq_id_7036	1748
seq_id_5390	520
seq_id_4496	6556
seq_id_3832	863
seq_id_11055	3238
seq_id_1439	4077
seq_id_9272	4174
seq_id_6799	621
seq_id_203	833
seq_id_8752	10488
seq_id_6390	3583
seq_id_2850	4440
seq_id_5021	5951
seq_id_6320	1686
seq_id_1789	36042
seq_id_1746	1236
seq_id_9399	1117
seq_id_7715	955
seq_id_9668	1860
seq_id_5999	1228
seq_id_2903	12963
seq_id_943	582
seq_id_8105	11540
seq_id_3226	36200
seq_id_3776	1899
seq_id_4713	922
seq_id_4105	778
seq_id_4123	15936
seq_id_159	869
seq_id_9285	4637
seq_id_7121	1953
seq_id_3734	1789
seq_id_6004	6147
seq_id_8939	2491
seq_id_150	2040
seq_id_10382	37235
seq_id_2729	959
seq_id_7368	1876
seq_id_10522	7004
seq_id_9779	2226
seq_id_7916	56373
seq_id_5345	1548
seq_id_1994	6409
seq_id_815	2674
seq_id_4641	17007
seq_id_792	1722
seq_id_11132	3668
seq_id_9809	135246
seq_id_3029	748
seq_id_9168	4887
seq_id_5480	555
seq_id_10098	29056
seq_id_6737	8923
seq_id_6422	2300
seq_id_426	15770
seq_id_4828	8969
seq_id_11453	45836
seq_id_717	10235
seq_id_9713	4074
seq_id_8480	843
seq_id_5507	5572
seq_id_1157	3299
seq_id_10767	4458
seq_id_6412	4456
seq_id_289	11099
seq_id_9536	197429
seq_id_10328	11666
seq_id_9697	6086
seq_id_2673	7137
seq_id_11751	48815
seq_id_9339	1722
seq_id_1489	1009
seq_id_6147	3611
seq_id_3570	28628
seq_id_6726	1859
seq_id_1018	16010
seq_id_7733	1508
seq_id_1106	6835
seq_id_2513	18777
seq_id_4683	753
seq_id_7006	2629
seq_id_10315	20306
seq_id_11801	14968
seq_id_9727	520
seq_id_7326	16067
seq_id_6760	1690
seq_id_1589	3846
seq_id_6385	2068
seq_id_11084	3261
seq_id_6628	9946
seq_id_841	572
seq_id_2830	5834
seq_id_2271	1981
seq_id_11318	1018
seq_id_7327	6186
seq_id_3053	2680
seq_id_3826	2193
seq_id_4420	22571
seq_id_10074	6089
seq_id_6693	962
seq_id_404	2770
seq_id_6059	12484
seq_id_1640	46113
seq_id_4363	1293
seq_id_10280	5945
seq_id_3417	5027
seq_id_7939	2982
seq_id_9380	2161
seq_id_10734	10930
seq_id_10447	2251
seq_id_7323	6969
seq_id_11078	13750
seq_id_3287	2584
seq_id_8245	8748
seq_id_2658	37851
seq_id_2133	2159
seq_id_4953	6606
seq_id_5380	9762
seq_id_1353	2578
seq_id_10550	1942
seq_id_9804	3081
seq_id_11729	1738
seq_id_1424	5487
seq_id_5028	22844
seq_id_8586	127063
seq_id_8424	862
seq_id_1481	8558
seq_id_6348	22798
seq_id_2146	2142
seq_id_5399	2523
seq_id_8032	7369
seq_id_9803	2354
seq_id_1183	6348
seq_id_7437	1711
seq_id_4464	1328
seq_id_607	842
seq_id_10568	18693
seq_id_11445	2835
seq_id_8645	2427
seq_id_6479	5247
seq_id_3512	11029
seq_id_10926	8330
seq_id_6185	3567
seq_id_11674	6300
seq_id_6176	1743
seq_id_8497	5961
seq_id_5989	24786
seq_id_9176	2528
seq_id_10192	3266
seq_id_11682	3350
seq_id_6585	2745
seq_id_5475	1524
seq_id_9041	9538
seq_id_10895	50942
seq_id_8683	20057
seq_id_6210	23828
seq_id_9321	12083
seq_id_7751	3351
seq_id_2979	1129
seq_id_4141	11515
seq_id_11058	3614
seq_id_5874	2326
seq_id_10140	22340
seq_id_730	2176
seq_id_4389	2279
seq_id_4045	2722
seq_id_37	918
seq_id_3235	8363
seq_id_3416	43196
seq_id_3835	1470
seq_id_168	2029
seq_id_10260	1202
seq_id_10014	796
seq_id_9038	2643
seq_id_6560	1289
seq_id_1234	11809
seq_id_9794	5181
seq_id_7199	628
